position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
61,392,145,8,14,362.93359375,359.1769346445799,16.299017161130905
62,388,148,12,14,340.9140625,337.27822752669454,15.943021900951862
63,395,141,5,8,364.796875,361.50617537647486,14.952202193439007
64,392,144,8,11,374.6796875,371.04796665906906,15.05130971223116
65,393,143,7,11,393.2421875,389.6563661135733,14.013993740081787
66,389,147,11,13,361.8671875,358.35851637646556,14.289835508912802
67,389,148,11,17,377.328125,373.7645304724574,14.241381391882896
68,388,149,12,18,383.2265625,379.6756500788033,14.220886647701263
69,394,142,6,8,298.015625,294.7233725823462,12.68400583975017
70,392,145,8,12,407.6875,404.3172941226512,13.669221736490726
71,390,147,10,13,348.0546875,344.83976237103343,12.387731552124023
72,394,142,6,10,397.4140625,394.45592583715916,12.055870220065117
73,395,141,5,6,419.1328125,416.1729614287615,11.744185127317905
74,393,143,7,11,365.87890625,362.98461612313986,11.228112898766994
75,397,139,3,8,380.96875,378.23257364705205,10.463390614837408
76,395,143,5,7,337.16015625,334.8658663723618,10.456367541104555
77,393,143,7,10,386.8359375,384.6139275263995,10.12931115925312
78,392,144,8,10,355.84765625,353.6849064938724,9.872946148738265
79,393,143,7,8,349.28125,347.17657518200576,9.558044228702784
80,396,141,4,6,407.94140625,405.9530386701226,8.716752480715513
81,396,140,4,6,338.99609375,337.25360138341784,8.644696848466992
82,399,140,1,7,354.6015625,352.7360439877957,8.906552216038108
83,395,141,5,7,369.796875,368.02387817017734,7.798812793567777
84,394,142,6,7,335.53515625,333.7553311865777,7.9570250157266855
85,396,140,4,7,353.7734375,351.8911818470806,7.691938364878297
86,398,138,2,3,334.95703125,333.2416991163045,7.595612026751041
87,393,143,7,12,447.1328125,445.40394110791385,7.368398561142385
88,396,140,4,7,390.796875,389.23826077207923,7.134714504703879
89,392,144,8,10,309.83984375,308.1877618134022,7.557595455087721
90,394,144,6,8,359.6796875,357.9830500036478,7.111639365553856
91,398,140,2,5,427.671875,426.0915571320802,6.4636043990030885
92,393,144,7,9,402.5390625,400.9482044670731,6.929722845554352
93,393,143,7,8,443.22265625,441.49450491182506,6.569516655057669
94,397,139,3,4,389.640625,388.1417426504195,5.725967258214951
95,398,139,2,3,398.78515625,397.2479817327112,5.451787879690528
96,396,140,4,5,392.58203125,391.0902956780046,5.480244928970933
97,395,142,5,7,377.12890625,375.6575953755528,5.502163079567254
98,394,142,6,7,389.16796875,387.61718976218253,5.183452677447349
99,398,138,2,4,376.43359375,375.08068651519716,4.832867193967104
