winning_seat,loser_death_description,halfturns_played,milliseconds_passed,seat_0_lands,seat_0_board_size,seat_0_hand_size,seat_1_lands,seat_1_board_size,seat_1_hand_size
0,DeathDescription.DECKING,67,230.35335540771484,2,0,7,3,1,7
0,DeathDescription.DECKING,67,218.8711166381836,2,0,7,0,0,7
0,DeathDescription.DECKING,67,216.93968772888184,0,0,7,0,0,7
0,DeathDescription.DECKING,67,232.09714889526367,1,0,7,0,0,7
0,DeathDescription.DECKING,67,230.03458976745605,2,2,7,0,0,7
0,DeathDescription.DECKING,67,257.23743438720703,1,0,7,2,0,7
0,DeathDescription.DECKING,67,242.9647445678711,4,2,7,5,0,7
0,DeathDescription.DECKING,67,262.85767555236816,3,0,7,1,0,7
0,DeathDescription.DECKING,67,218.69301795959473,5,2,7,1,0,7
0,DeathDescription.DECKING,67,276.033878326416,1,0,7,5,2,7
0,DeathDescription.DECKING,67,227.81658172607422,1,0,7,0,0,7
0,DeathDescription.DECKING,67,229.5358180999756,7,2,7,7,1,7
0,DeathDescription.DECKING,67,234.36808586120605,3,0,7,0,0,7
0,DeathDescription.DECKING,67,223.02722930908203,0,0,7,0,0,7
0,DeathDescription.DECKING,67,228.55091094970703,0,0,7,1,1,7
0,DeathDescription.DECKING,67,263.7064456939697,1,0,7,2,1,7
0,DeathDescription.DECKING,67,228.0879020690918,2,0,7,5,1,7
0,DeathDescription.DECKING,67,235.3055477142334,2,1,7,4,1,7
0,DeathDescription.DECKING,67,231.02641105651855,6,0,7,1,0,7
0,DeathDescription.DECKING,67,228.5447120666504,4,1,7,6,0,7
0,DeathDescription.DECKING,67,221.71688079833984,1,0,7,0,0,7
0,DeathDescription.DECKING,67,198.12679290771484,1,0,7,6,3,7
0,DeathDescription.DECKING,67,229.0022373199463,6,2,7,2,0,7
0,DeathDescription.DECKING,67,238.30771446228027,4,2,7,2,0,7
0,DeathDescription.DECKING,67,228.40046882629395,1,0,7,2,2,7
0,DeathDescription.DECKING,67,215.2698040008545,3,1,7,3,2,7
0,DeathDescription.DECKING,67,239.84169960021973,1,0,7,1,1,7
0,DeathDescription.DECKING,67,210.01291275024414,6,1,7,0,0,7
0,DeathDescription.DECKING,67,266.59655570983887,5,3,7,4,1,7
0,DeathDescription.DECKING,67,263.4425163269043,0,0,7,0,0,7
0,DeathDescription.DECKING,67,224.3492603302002,0,0,7,0,0,7
0,DeathDescription.DECKING,67,229.5064926147461,1,1,7,4,3,7
0,DeathDescription.DECKING,67,238.8627529144287,2,0,7,3,1,7
0,DeathDescription.DECKING,67,263.3531093597412,2,0,7,2,0,7
0,DeathDescription.DECKING,67,234.40933227539062,1,0,7,2,0,7
0,DeathDescription.DECKING,67,268.3708667755127,3,1,7,3,1,7
0,DeathDescription.DECKING,67,208.1918716430664,4,0,7,0,0,7
0,DeathDescription.DECKING,67,237.2894287109375,7,1,7,6,3,7
0,DeathDescription.DECKING,67,243.49474906921387,5,1,7,0,0,7
