position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
29,371,173,29,48,326.991556763649,330.9935346096754,41.817243039608
30,367,177,33,49,361.52936289459467,365.9636182785034,40.84520776569843
31,361,177,39,50,396.03633140027523,400.74757093191147,38.50144159793854
32,373,180,27,52,405.4262613877654,409.9061796590686,38.1838875412941
33,377,162,23,35,324.0763550847769,327.9587962925434,33.34249232709408
34,377,162,23,35,358.555831104517,361.9452675804496,32.89082172513008
35,378,158,22,27,354.80750875175,nan,31.08480527997017
36,377,161,23,42,317.08479834347963,nan,30.06437638401985
37,378,160,22,31,344.9418628066778,nan,30.146189764142036
38,371,167,29,32,395.84726782888174,nan,30.566284373402596
39,375,161,25,31,307.4086929112673,nan,28.609294816851616
40,372,165,28,44,401.60579335689545,nan,28.77119904011488
41,375,161,25,36,319.787559017539,nan,27.455355316400528
42,374,168,26,35,336.0224788337946,nan,28.506036929786205
43,390,146,10,14,326.56672017276287,nan,23.869057938456535
44,369,170,31,41,319.73790431022644,nan,27.313172668218613
45,385,151,15,18,330.0108279660344,nan,23.623614199459553
46,389,150,11,22,398.162538215518,nan,23.38322614878416
47,376,160,24,31,343.6774702742696,nan,24.881853707134724
48,386,157,14,27,295.9915809482336,nan,23.745701104402542
49,381,155,19,27,367.65566286444664,nan,22.997239410877228
50,387,149,13,19,304.3523413948715,nan,21.78425743430853
51,387,149,13,18,350.62485701590776,nan,21.610411070287228
52,392,145,8,16,290.42141030728817,nan,20.031516708433628
53,388,150,12,17,406.3644219711423,410.0315700545907,21.41468796879053
54,383,156,17,22,410.2436353266239,nan,21.69721782207489
55,390,146,10,14,312.27493627369404,nan,19.405564218759537
56,387,150,13,18,337.1745078191161,nan,19.780953861773014
57,383,153,17,23,392.7544027790427,nan,20.355284705758095
58,384,156,16,28,385.84262554347515,nan,19.431998126208782
59,393,143,7,12,329.4899161979556,nan,17.171126186847687
60,388,148,12,18,379.27451176196337,nan,17.562954016029835
61,391,147,9,13,363.10628888756037,nan,16.420377802103758
62,394,143,6,8,356.0226066708565,nan,16.24995106086135
63,394,143,6,13,408.59881169721484,nan,15.244761303067207
64,388,148,12,13,346.63309697806835,nan,15.207559555768967
65,389,149,11,14,368.35198762640357,nan,15.522102650254965
66,392,146,8,16,382.7573100961745,nan,13.73847085610032
67,390,147,10,15,360.936589140445,nan,14.009852450340986
68,395,142,5,9,338.2685028910637,nan,12.809709429740906
69,392,144,8,9,353.7674136720598,nan,12.70963703840971
70,392,145,8,11,341.18032882362604,nan,12.774670355021954
71,391,145,9,10,359.46799156069756,362.4061726741493,12.674178846180439
72,395,141,5,5,364.7119291983545,nan,11.602570030838251
73,394,143,6,7,398.5175562016666,nan,11.669970393180847
74,390,146,10,11,370.80161760002375,nan,11.281995475292206
75,395,142,5,7,342.532882463187,nan,10.701245911419392
76,388,148,12,13,354.68092665821314,nan,10.908376902341843
77,394,143,6,9,413.34347074106336,nan,10.281176442280412
78,398,140,2,4,406.4043191485107,nan,9.488392950966954
79,394,142,6,7,335.3727350719273,nan,9.727731063961983
80,397,139,3,6,393.2956812530756,nan,9.206415450200438
81,396,140,4,5,433.5144790187478,nan,8.817399902269244
82,395,142,5,7,349.8359966725111,nan,8.903077637776732
83,393,143,7,9,404.65529876947403,nan,8.153943509794772
84,392,147,8,11,365.7400867342949,nan,8.169157665222883
85,397,139,3,5,349.3227300606668,nan,7.611783241853118
86,395,141,5,6,407.50424410775304,nan,7.7717980071902275
87,395,142,5,7,364.2048750706017,nan,7.341988971456885
88,398,138,2,4,354.86095889844,nan,7.054923864081502
89,394,143,6,8,373.24445852451026,nan,7.755325136706233
90,398,138,2,3,381.49951077997684,nan,6.664888551458716
91,396,140,4,4,384.5148474890739,nan,6.9487888449802995
92,395,141,5,7,344.0895793028176,nan,6.741308222524822
93,393,143,7,7,350.3174086846411,nan,6.057069240137935
94,395,141,5,6,381.1521522924304,nan,5.9679913450963795
95,396,140,4,5,319.46107167750597,nan,6.208231824450195
96,394,142,6,8,423.73473373427987,nan,5.621638656593859
97,399,137,1,2,374.1353976726532,nan,5.7085429625585675
98,398,138,2,5,367.4948718175292,nan,5.486609793268144
99,395,141,5,6,361.3069070093334,nan,4.722165951505303
