position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
0,-450,76,50,60,,0,0
1,-445,74,45,55,69.5967259556055,69.86072811484337,20.46197533607483
2,-433,66,33,42,312.81463838368654,312.82614178955555,43.35148328542709
3,-471,107,71,84,436.81537010520697,444.8590306788683,66.10527980327606
4,-432,64,32,46,340.27442068606615,347.7066453397274,38.578466951847076
5,-432,63,32,43,308.77238050848246,316.57662995159626,38.05866205692291
6,-436,66,36,46,343.25947868824005,351.7891548126936,38.725790143013
7,-452,89,52,67,452.38386134803295,465.0924968421459,51.5459018945694
8,-427,56,27,36,319.93860621005297,327.7225521504879,32.45295435190201
9,-451,80,51,56,425.75892002880573,436.8789987564087,45.56251817941666
10,-430,60,30,37,282.7841838300228,291.4210253059864,33.95358860492706
11,-448,73,48,52,409.41136483848095,419.65144665539265,40.431066423654556
12,-485,122,85,95,610.5905963629484,627.7182340621948,66.39515140652657
13,-453,90,53,60,433.19747169315815,443.93870827555656,48.26972407102585
14,-422,47,22,29,245.63653162121773,250.77615103125572,24.645346641540527
15,-419,44,19,23,273.3763212710619,277.8155102133751,23.015967041254044
16,-434,63,34,38,309.0801024287939,314.1178095340729,32.27844887971878
17,-415,41,15,21,302.02074061334133,304.8518517911434,20.874522536993027
18,-418,43,18,23,243.48006296157837,245.9602028131485,22.081856548786163
19,-408,33,8,12,210.20863665640354,211.77599421143532,17.45757433772087
20,-420,49,20,23,267.44955860078335,269.2510500252247,25.096437245607376
21,-428,63,28,35,355.513628795743,357.0010499358177,31.989120543003082
22,-417,43,17,22,273.11813928186893,273.70762100815773,22.232751727104187
23,-409,34,9,12,236.4090098440647,236.74113163352013,17.869183599948883
24,-405,31,5,9,223.35283342003822,223.4994149506092,15.33943060040474
25,-406,39,6,7,253.3489379286766,253.39893490076065,19.762985408306122
26,-401,26,1,3,165.87330830097198,165.81669722497463,12.924493551254272
27,-409,34,9,10,255.06123952567577,254.9488705843687,16.869311690330505
28,-410,36,10,15,233.56316363811493,233.42972983419895,16.846724033355713
29,-402,31,2,3,210.65705293416977,210.5321569889784,15.177424639463425
30,-401,26,1,5,187.45711329579353,187.33249428868294,12.67580470442772
31,-408,33,8,9,229.70074290037155,229.53906217217445,15.851945787668228
32,-406,31,6,9,200.9016356319189,200.7283677458763,14.808026611804962
33,-405,30,5,7,197.52675059437752,197.37949931621552,14.529002994298935
34,-406,31,6,7,244.64171466231346,244.44720751047134,14.334940791130066
35,-405,32,5,8,216.61598716676235,216.38717056810856,15.000236541032791
36,-404,33,4,6,247.85556411743164,247.65133464336395,15.555544346570969
37,-408,41,8,10,293.44801539182663,293.1965079456568,19.201995134353638
38,-402,27,2,5,215.24291998147964,215.09199453890324,12.76260831952095
39,-400,25,0,1,202.12936748564243,201.95936888456345,11.437197208404541
40,-401,26,1,4,177.46010230481625,177.2545796483755,11.546005338430405
41,-403,28,3,4,286.88890624046326,286.7159163951874,12.669986426830292
42,-401,26,1,2,239.60218596458435,239.437974691391,11.631898999214172
43,-404,29,4,6,249.57202070951462,249.38332878053188,12.63369831442833
44,-403,28,3,4,233.773419380188,233.60244154930115,12.223478347063065
45,-403,28,3,5,261.7935780286789,261.6225507557392,12.2021164894104
46,-402,27,2,3,239.60339307785034,239.42191882431507,11.640791296958923
47,-402,27,2,5,280.28955379128456,280.1139963567257,11.490204781293869
48,-402,27,2,2,258.1986996382475,258.02057307958603,11.543656200170517
49,-401,30,1,2,305.7499690055847,305.5794079005718,12.486195296049118
50,-402,27,2,5,223.8016197681427,223.62476480007172,11.514933586120605
51,-403,36,3,4,347.1762894690037,346.9579837322235,14.908028334379196
52,-402,27,2,4,223.6540880203247,223.48093339800835,11.15495815873146
53,-401,26,1,1,223.2732605934143,223.14053040742874,10.67796865105629
54,-404,30,4,6,283.58503675460815,283.4206428527832,11.902252286672592
55,-406,35,6,7,331.2572355270386,331.0667123198509,13.456070274114609
56,-401,26,1,2,210.74740648269653,210.6050125658512,10.214042663574219
57,-403,32,3,4,289.9316770583391,289.76660169661045,12.168518304824829
58,-401,28,1,3,323.4502947330475,323.3214638978243,10.739422470331192
59,-402,31,2,5,261.7396619617939,261.5641489624977,12.249902874231339
60,-401,26,1,2,245.03379428386688,244.8971133083105,10.462655425071716
61,-401,27,1,2,292.0755470395088,291.9234445095062,10.369012087583542
62,-406,35,6,7,305.76345236599445,305.5861601084471,13.560001999139786
63,-400,25,0,1,207.39279481768608,207.2781326174736,9.485520452260971
64,-401,26,1,2,260.4822721481323,260.3453232049942,10.030246764421463
65,-400,25,0,0,219.61974290013313,219.48021517693996,9.381257325410843
66,-402,32,2,5,376.78165900707245,376.63848353922367,12.065616190433502
67,-401,30,1,1,248.58009147644043,248.45370188355446,10.502173244953156
68,-402,27,2,3,241.72430446743965,241.6088049709797,10.071737587451935
69,-401,30,1,1,257.6604781150818,257.5170319080353,10.642157673835754
70,-400,25,0,0,235.0803630053997,234.96496987342834,8.973022103309631
71,-401,26,1,2,235.40629359334707,235.2903022915125,9.438654094934464
72,-402,27,2,3,213.5375402867794,213.41473883390427,9.643319010734558
73,-401,26,1,2,278.78889656066895,278.6793165206909,9.43659833073616
74,-402,27,2,2,297.87454414367676,297.7371181845665,9.3075692653656
75,-402,27,2,3,219.60410928726196,219.49816662073135,9.269738405942917
76,-402,28,2,3,266.6185989379883,266.49141788482666,9.252109616994858
77,-403,28,3,3,282.27328157424927,282.150295317173,9.725191295146942
78,-401,27,1,4,263.37769627571106,263.251975774765,8.938392534852028
79,-402,31,2,3,335.5212755203247,335.40179657936096,11.028507024049759
80,-400,33,0,1,320.33686070144176,320.1950034946203,11.264466166496277
81,-400,25,0,1,265.9404573440552,265.8276235759258,8.730352610349655
82,-402,31,2,3,366.87795826792717,366.7506666779518,10.084049612283707
83,-400,25,0,2,240.99132442474365,240.8754077553749,8.339003592729568
84,-400,25,0,1,256.6016128063202,256.49511885643005,8.085776880383492
85,-401,26,1,1,225.41638612747192,225.31187081336975,8.709405988454819
86,-401,26,1,1,259.75004129111767,259.65664951503277,8.572644054889679
87,-401,30,1,2,322.8227915763855,322.69430470466614,9.695119813084602
88,-402,32,2,4,348.0853097438812,347.93963980674744,10.272094756364822
89,-400,25,0,0,240.75324940681458,240.66242200881243,8.21492350101471
90,-403,28,3,4,303.6465721130371,303.5410494208336,8.984653651714325
91,-400,25,0,0,237.71034574508667,237.61152625083923,8.226685643196106
92,-401,26,1,1,231.47659693658352,231.39038539677858,8.01751221716404
93,-400,29,0,0,322.3850815296173,322.28710271418095,8.814777910709381
94,-402,27,2,2,272.16017055511475,272.0627053231001,8.307383298873901
95,-401,26,1,1,284.6357493400574,284.54708886146545,8.006222292780876
96,-400,25,0,0,231.24610781669617,231.15574723482132,7.474727004766464
97,-400,25,0,0,259.3355076313019,259.24891209602356,7.6896820068359375
98,-400,25,0,0,240.59375953674316,240.5252617150545,7.280743211507797
99,-400,25,0,0,299.96876192092896,299.8823230266571,7.600952818989754
