winning_seat,loser_death_description,halfturns_played,milliseconds_passed,seat_0_lands,seat_0_board_size,seat_0_hand_size,seat_1_lands,seat_1_board_size,seat_1_hand_size
1,DeathDescription.LIFETOTAL,11,57.13248252868652,6,4,2,6,6,1
0,DeathDescription.LIFETOTAL,10,40.88854789733887,5,6,1,5,4,3
0,DeathDescription.LIFETOTAL,12,39.201974868774414,6,5,2,6,4,3
0,DeathDescription.LIFETOTAL,10,47.90329933166504,5,5,2,5,3,4
0,DeathDescription.LIFETOTAL,12,28.90753746032715,5,5,3,6,2,5
0,DeathDescription.LIFETOTAL,10,21.880388259887695,5,5,2,5,4,3
1,DeathDescription.LIFETOTAL,13,25.71415901184082,6,4,3,7,6,1
0,DeathDescription.LIFETOTAL,14,27.491092681884766,4,5,5,4,0,7
1,DeathDescription.LIFETOTAL,11,35.56394577026367,6,4,2,6,5,2
1,DeathDescription.LIFETOTAL,13,54.16512489318848,4,4,4,5,6,3
0,DeathDescription.LIFETOTAL,12,26.793479919433594,7,4,2,6,4,3
0,DeathDescription.LIFETOTAL,12,52.69265174865723,6,6,1,6,4,3
0,DeathDescription.LIFETOTAL,12,22.739887237548828,4,5,4,6,4,3
1,DeathDescription.LIFETOTAL,13,27.655839920043945,6,6,1,6,7,1
0,DeathDescription.LIFETOTAL,10,26.160478591918945,5,6,1,5,0,7
0,DeathDescription.LIFETOTAL,10,22.164583206176758,6,5,1,5,4,3
1,DeathDescription.LIFETOTAL,11,22.971391677856445,4,4,4,6,5,2
0,DeathDescription.LIFETOTAL,12,25.313854217529297,7,4,2,3,3,7
0,DeathDescription.LIFETOTAL,10,54.767608642578125,6,6,0,5,4,3
0,DeathDescription.LIFETOTAL,10,26.944398880004883,6,4,2,3,2,6
1,DeathDescription.LIFETOTAL,13,28.575658798217773,2,0,7,5,6,3
1,DeathDescription.LIFETOTAL,11,23.14019203186035,4,4,4,6,6,1
0,DeathDescription.LIFETOTAL,10,35.080671310424805,5,5,2,5,2,5
1,DeathDescription.LIFETOTAL,13,31.228303909301758,7,4,2,7,6,1
0,DeathDescription.LIFETOTAL,10,21.347761154174805,6,4,2,5,3,4
0,DeathDescription.LIFETOTAL,10,26.2296199798584,6,4,2,5,3,4
1,DeathDescription.LIFETOTAL,11,30.27653694152832,5,2,5,6,5,2
1,DeathDescription.LIFETOTAL,11,48.50411415100098,4,3,4,6,5,2
1,DeathDescription.LIFETOTAL,11,26.92246437072754,3,4,5,3,4,6
0,DeathDescription.LIFETOTAL,12,28.824806213378906,4,6,3,6,3,4
0,DeathDescription.LIFETOTAL,10,38.93637657165527,3,5,4,5,4,3
0,DeathDescription.LIFETOTAL,10,27.996540069580078,2,4,6,5,3,4
0,DeathDescription.LIFETOTAL,12,39.57343101501465,6,4,3,6,5,2
1,DeathDescription.LIFETOTAL,11,23.81277084350586,5,4,3,6,5,2
0,DeathDescription.LIFETOTAL,10,52.57701873779297,6,5,1,4,4,4
0,DeathDescription.LIFETOTAL,10,25.725126266479492,4,5,3,3,4,5
1,DeathDescription.LIFETOTAL,13,29.837846755981445,4,3,6,5,5,3
0,DeathDescription.LIFETOTAL,10,46.053171157836914,6,4,2,5,2,5
1,DeathDescription.LIFETOTAL,11,35.72678565979004,4,1,6,6,5,2
0,DeathDescription.LIFETOTAL,12,59.72146987915039,6,5,2,6,4,3
0,DeathDescription.LIFETOTAL,14,70.60837745666504,8,4,2,7,4,3
0,DeathDescription.LIFETOTAL,10,38.9552116394043,5,5,2,5,2,5
1,DeathDescription.LIFETOTAL,15,27.804851531982422,5,4,5,8,4,3
0,DeathDescription.LIFETOTAL,10,20.83110809326172,6,5,1,4,3,5
1,DeathDescription.LIFETOTAL,11,27.469873428344727,4,0,7,6,5,2
1,DeathDescription.LIFETOTAL,11,51.329851150512695,5,4,3,6,5,2
0,DeathDescription.LIFETOTAL,10,36.673545837402344,4,5,3,5,4,3
0,DeathDescription.LIFETOTAL,10,26.329994201660156,3,4,5,5,4,3
0,DeathDescription.LIFETOTAL,10,43.29681396484375,6,5,1,4,4,4
1,DeathDescription.LIFETOTAL,11,50.1861572265625,6,5,1,6,5,2
0,DeathDescription.LIFETOTAL,12,33.47134590148926,7,5,1,6,4,3
0,DeathDescription.LIFETOTAL,10,33.25366973876953,3,4,5,5,1,6
1,DeathDescription.LIFETOTAL,13,31.89229965209961,7,5,1,4,6,4
0,DeathDescription.LIFETOTAL,10,22.14527130126953,5,5,2,5,4,3
0,DeathDescription.LIFETOTAL,10,41.420698165893555,6,4,2,4,4,4
0,DeathDescription.LIFETOTAL,10,38.51675987243652,4,5,3,5,2,5
0,DeathDescription.LIFETOTAL,10,31.88467025756836,6,4,2,4,4,4
1,DeathDescription.LIFETOTAL,11,49.823760986328125,3,4,5,6,4,3
0,DeathDescription.LIFETOTAL,12,29.08015251159668,4,7,2,6,2,5
0,DeathDescription.LIFETOTAL,10,27.074337005615234,4,4,4,5,3,4
0,DeathDescription.LIFETOTAL,12,23.76723289489746,6,6,1,6,3,4
0,DeathDescription.LIFETOTAL,10,22.094249725341797,6,6,0,4,2,5
0,DeathDescription.LIFETOTAL,12,23.18263053894043,5,5,3,4,4,5
0,DeathDescription.LIFETOTAL,12,37.82367706298828,7,5,1,5,4,4
0,DeathDescription.LIFETOTAL,10,21.587133407592773,6,5,1,5,4,3
0,DeathDescription.LIFETOTAL,10,20.59626579284668,6,4,2,5,3,4
1,DeathDescription.LIFETOTAL,11,54.25095558166504,6,4,2,4,5,4
1,DeathDescription.LIFETOTAL,13,41.33009910583496,7,5,1,7,6,1
0,DeathDescription.LIFETOTAL,10,36.02099418640137,4,5,3,5,3,4
1,DeathDescription.LIFETOTAL,13,29.08039093017578,2,0,7,6,6,2
0,DeathDescription.LIFETOTAL,10,44.420719146728516,6,5,1,5,4,3
0,DeathDescription.LIFETOTAL,10,36.852121353149414,6,4,2,4,2,6
0,DeathDescription.LIFETOTAL,12,25.1009464263916,4,6,3,6,3,4
0,DeathDescription.LIFETOTAL,10,51.491737365722656,4,4,4,5,5,2
0,DeathDescription.LIFETOTAL,10,21.60501480102539,6,4,2,5,0,7
0,DeathDescription.LIFETOTAL,10,27.7707576751709,6,5,1,5,4,3
1,DeathDescription.LIFETOTAL,11,28.127193450927734,6,3,3,6,4,3
0,DeathDescription.LIFETOTAL,12,46.248435974121094,5,5,3,4,4,5
0,DeathDescription.LIFETOTAL,12,62.767982482910156,5,5,3,5,4,4
0,DeathDescription.LIFETOTAL,10,36.48233413696289,6,4,2,4,4,4
1,DeathDescription.LIFETOTAL,11,32.115936279296875,6,2,4,6,5,2
1,DeathDescription.LIFETOTAL,11,49.29471015930176,6,3,3,4,5,4
0,DeathDescription.LIFETOTAL,10,26.720523834228516,3,5,4,3,3,6
1,DeathDescription.LIFETOTAL,11,31.86964988708496,4,1,6,3,5,5
1,DeathDescription.LIFETOTAL,11,33.69140625,4,3,5,6,5,2
1,DeathDescription.LIFETOTAL,11,38.24186325073242,5,3,4,6,6,1
1,DeathDescription.LIFETOTAL,13,29.484987258911133,7,2,4,6,4,4
0,DeathDescription.LIFETOTAL,12,30.972957611083984,7,6,0,6,3,4
0,DeathDescription.LIFETOTAL,10,47.14179039001465,6,4,2,4,4,4
0,DeathDescription.LIFETOTAL,10,30.080318450927734,6,5,1,5,0,7
0,DeathDescription.LIFETOTAL,10,30.599117279052734,6,6,0,5,4,3
1,DeathDescription.LIFETOTAL,11,31.379222869873047,2,0,7,6,4,3
1,DeathDescription.LIFETOTAL,11,23.359298706054688,4,4,4,5,5,3
0,DeathDescription.LIFETOTAL,10,27.935028076171875,6,5,1,5,3,4
0,DeathDescription.LIFETOTAL,12,27.00352668762207,7,3,3,5,4,4
0,DeathDescription.LIFETOTAL,12,27.22644805908203,6,7,0,3,2,6
0,DeathDescription.LIFETOTAL,10,27.126073837280273,5,5,2,5,4,3
0,DeathDescription.LIFETOTAL,10,27.246952056884766,5,5,2,5,4,3
1,DeathDescription.LIFETOTAL,13,26.93772315979004,3,0,7,7,6,1
0,DeathDescription.LIFETOTAL,10,33.921241760253906,6,3,3,5,3,4
1,DeathDescription.LIFETOTAL,11,23.57649803161621,2,0,7,4,5,4
0,DeathDescription.LIFETOTAL,10,21.091938018798828,3,4,5,3,0,7
0,DeathDescription.LIFETOTAL,10,33.46061706542969,6,6,0,5,4,3
0,DeathDescription.LIFETOTAL,12,40.37904739379883,4,6,3,6,5,2
0,DeathDescription.LIFETOTAL,12,28.739452362060547,3,5,5,6,3,4
1,DeathDescription.LIFETOTAL,11,28.74922752380371,5,5,2,4,5,4
1,DeathDescription.LIFETOTAL,13,35.527706146240234,3,0,7,7,5,2
1,DeathDescription.LIFETOTAL,11,28.81932258605957,4,2,5,6,6,1
1,DeathDescription.LIFETOTAL,11,28.2895565032959,6,6,0,3,5,5
0,DeathDescription.LIFETOTAL,10,41.61834716796875,5,4,3,5,3,4
0,DeathDescription.LIFETOTAL,10,37.57214546203613,5,5,2,5,4,3
0,DeathDescription.LIFETOTAL,12,54.196834564208984,6,7,0,4,4,4
1,DeathDescription.LIFETOTAL,13,25.07925033569336,7,3,3,6,5,3
1,DeathDescription.LIFETOTAL,11,48.52914810180664,4,0,7,4,5,4
1,DeathDescription.LIFETOTAL,11,33.90836715698242,5,4,3,5,5,3
1,DeathDescription.LIFETOTAL,11,43.55645179748535,3,0,7,6,5,2
0,DeathDescription.LIFETOTAL,10,26.918411254882812,5,5,2,5,3,4
0,DeathDescription.LIFETOTAL,12,31.45146369934082,2,4,7,6,4,3
0,DeathDescription.LIFETOTAL,10,28.102636337280273,6,4,2,5,4,3
1,DeathDescription.LIFETOTAL,13,31.22115135192871,7,5,1,7,5,2
0,DeathDescription.LIFETOTAL,10,27.06170082092285,5,6,1,5,4,3
0,DeathDescription.LIFETOTAL,12,67.40164756774902,6,5,2,5,5,3
0,DeathDescription.LIFETOTAL,16,33.26082229614258,4,5,4,5,5,4
1,DeathDescription.LIFETOTAL,11,27.662277221679688,6,3,3,6,4,3
0,DeathDescription.LIFETOTAL,14,36.39650344848633,4,5,5,7,3,4
0,DeathDescription.LIFETOTAL,10,30.844926834106445,6,5,1,5,1,6
0,DeathDescription.LIFETOTAL,12,31.04233741760254,7,5,1,6,3,4
1,DeathDescription.LIFETOTAL,11,27.745962142944336,6,4,2,5,6,2
1,DeathDescription.LIFETOTAL,11,26.931047439575195,2,0,7,6,4,3
1,DeathDescription.LIFETOTAL,11,29.96206283569336,4,4,4,4,5,4
1,DeathDescription.LIFETOTAL,11,25.24089813232422,6,4,2,3,5,5
0,DeathDescription.LIFETOTAL,10,27.40001678466797,5,5,2,5,4,3
0,DeathDescription.LIFETOTAL,10,26.938438415527344,6,6,0,5,2,5
0,DeathDescription.LIFETOTAL,10,22.875547409057617,5,5,2,5,3,4
1,DeathDescription.LIFETOTAL,11,33.81514549255371,5,4,3,6,5,2
1,DeathDescription.LIFETOTAL,11,41.96643829345703,3,2,6,6,7,0
1,DeathDescription.LIFETOTAL,11,22.60756492614746,6,1,5,6,5,2
0,DeathDescription.LIFETOTAL,12,40.94123840332031,7,4,2,6,4,3
1,DeathDescription.LIFETOTAL,13,36.003828048706055,3,3,6,7,5,2
1,DeathDescription.LIFETOTAL,15,31.397581100463867,4,3,5,8,7,0
0,DeathDescription.LIFETOTAL,10,21.32391929626465,5,6,1,3,4,5
0,DeathDescription.LIFETOTAL,10,33.97488594055176,6,6,0,5,3,4
0,DeathDescription.LIFETOTAL,10,33.67137908935547,6,4,2,4,4,4
0,DeathDescription.LIFETOTAL,10,32.195091247558594,5,5,2,3,3,6
1,DeathDescription.LIFETOTAL,11,22.507190704345703,4,1,6,5,5,3
1,DeathDescription.LIFETOTAL,11,45.294761657714844,5,2,5,4,5,4
1,DeathDescription.LIFETOTAL,13,46.05865478515625,4,4,5,5,6,3
0,DeathDescription.LIFETOTAL,12,29.561281204223633,4,4,5,6,6,1
0,DeathDescription.LIFETOTAL,10,30.900239944458008,4,5,3,5,1,6
0,DeathDescription.LIFETOTAL,10,33.57338905334473,4,5,3,2,1,6
0,DeathDescription.LIFETOTAL,10,26.95298194885254,6,4,2,5,4,3
0,DeathDescription.LIFETOTAL,10,51.10478401184082,4,5,3,5,3,4
0,DeathDescription.LIFETOTAL,10,31.899452209472656,5,5,2,5,1,6
0,DeathDescription.LIFETOTAL,12,35.742759704589844,7,4,2,3,4,6
0,DeathDescription.LIFETOTAL,12,34.78288650512695,7,4,2,6,4,3
1,DeathDescription.LIFETOTAL,11,23.190736770629883,6,4,2,6,5,2
1,DeathDescription.LIFETOTAL,11,35.3236198425293,4,4,4,6,5,2
0,DeathDescription.LIFETOTAL,10,38.18345069885254,6,4,2,5,2,5
0,DeathDescription.LIFETOTAL,10,32.29784965515137,4,5,3,4,4,4
0,DeathDescription.LIFETOTAL,10,21.54541015625,6,4,2,5,4,3
0,DeathDescription.LIFETOTAL,12,22.602558135986328,5,7,1,2,0,7
1,DeathDescription.LIFETOTAL,11,30.849218368530273,6,3,3,5,5,3
0,DeathDescription.LIFETOTAL,10,27.72665023803711,6,5,1,5,3,4
0,DeathDescription.LIFETOTAL,12,33.87117385864258,4,5,4,3,4,6
0,DeathDescription.LIFETOTAL,10,36.5445613861084,3,5,4,5,4,3
1,DeathDescription.LIFETOTAL,11,45.76992988586426,4,4,4,5,5,3
1,DeathDescription.LIFETOTAL,17,49.0264892578125,5,1,6,9,6,1
0,DeathDescription.LIFETOTAL,12,41.16535186767578,6,5,2,6,3,4
0,DeathDescription.LIFETOTAL,10,27.20165252685547,6,5,1,5,4,3
1,DeathDescription.LIFETOTAL,13,30.330896377563477,4,4,5,5,6,3
0,DeathDescription.LIFETOTAL,10,28.212308883666992,3,4,5,5,3,4
0,DeathDescription.LIFETOTAL,12,44.91472244262695,7,5,1,6,4,3
0,DeathDescription.LIFETOTAL,10,47.31154441833496,4,5,3,5,1,6
0,DeathDescription.LIFETOTAL,10,22.737741470336914,5,6,1,5,4,3
0,DeathDescription.LIFETOTAL,10,25.984764099121094,4,5,3,5,3,4
1,DeathDescription.LIFETOTAL,11,42.11711883544922,3,4,5,6,5,2
0,DeathDescription.LIFETOTAL,10,42.53530502319336,6,4,2,4,4,4
0,DeathDescription.LIFETOTAL,10,27.901172637939453,5,5,2,5,4,3
1,DeathDescription.LIFETOTAL,13,25.750160217285156,7,3,3,6,5,3
0,DeathDescription.LIFETOTAL,10,26.86452865600586,4,5,3,3,0,7
0,DeathDescription.LIFETOTAL,10,30.144214630126953,5,5,2,5,5,2
1,DeathDescription.LIFETOTAL,11,29.14118766784668,5,3,4,6,4,3
0,DeathDescription.LIFETOTAL,10,25.52938461303711,5,6,1,5,5,2
0,DeathDescription.LIFETOTAL,12,29.04987335205078,6,5,2,4,2,6
0,DeathDescription.LIFETOTAL,10,30.164480209350586,5,4,3,5,3,4
0,DeathDescription.LIFETOTAL,10,37.66798973083496,6,5,1,4,4,4
0,DeathDescription.LIFETOTAL,10,26.403427124023438,3,4,5,5,5,2
0,DeathDescription.LIFETOTAL,10,37.218570709228516,6,4,2,5,3,4
1,DeathDescription.LIFETOTAL,11,30.87615966796875,6,4,2,4,5,4
1,DeathDescription.LIFETOTAL,11,23.070096969604492,3,4,5,6,5,2
0,DeathDescription.LIFETOTAL,10,35.71462631225586,3,5,4,4,2,6
1,DeathDescription.LIFETOTAL,13,40.08913040161133,5,2,5,7,5,2
1,DeathDescription.LIFETOTAL,11,35.13765335083008,6,4,2,5,5,3
0,DeathDescription.LIFETOTAL,10,53.05767059326172,5,5,2,5,4,3
0,DeathDescription.LIFETOTAL,12,28.94759178161621,5,5,3,5,5,3
0,DeathDescription.LIFETOTAL,12,26.637792587280273,5,6,2,6,4,3
0,DeathDescription.LIFETOTAL,10,32.18388557434082,5,5,2,3,4,5
0,DeathDescription.LIFETOTAL,10,27.257919311523438,4,5,3,5,3,4
1,DeathDescription.LIFETOTAL,13,35.60066223144531,6,3,4,6,7,1
1,DeathDescription.LIFETOTAL,11,32.96661376953125,4,4,4,6,4,3
0,DeathDescription.LIFETOTAL,10,48.590660095214844,6,5,1,5,4,3
0,DeathDescription.LIFETOTAL,10,37.15205192565918,6,4,2,4,3,5
0,DeathDescription.LIFETOTAL,10,26.857376098632812,5,5,2,5,4,3
0,DeathDescription.LIFETOTAL,10,27.30107307434082,4,6,2,5,3,4
1,DeathDescription.LIFETOTAL,11,40.0388240814209,6,4,2,4,5,4
0,DeathDescription.LIFETOTAL,14,51.07688903808594,8,4,2,5,2,5
0,DeathDescription.LIFETOTAL,12,33.69641304016113,7,4,2,5,4,3
0,DeathDescription.LIFETOTAL,10,53.60770225524902,4,5,3,5,4,3
1,DeathDescription.LIFETOTAL,11,37.130117416381836,4,2,5,4,5,4
0,DeathDescription.LIFETOTAL,12,24.27959442138672,7,4,2,4,4,5
1,DeathDescription.LIFETOTAL,11,33.736467361450195,2,2,6,4,5,4
0,DeathDescription.LIFETOTAL,10,44.28839683532715,6,5,1,5,2,5
0,DeathDescription.LIFETOTAL,10,37.11223602294922,5,5,2,5,2,5
1,DeathDescription.LIFETOTAL,11,31.3112735748291,3,4,5,4,5,4
1,DeathDescription.LIFETOTAL,11,22.510766983032227,3,2,5,4,5,4
0,DeathDescription.LIFETOTAL,10,28.401613235473633,6,6,0,3,4,5
0,DeathDescription.LIFETOTAL,12,41.14723205566406,6,5,2,5,5,3
1,DeathDescription.LIFETOTAL,11,44.19994354248047,6,3,3,3,5,5
1,DeathDescription.LIFETOTAL,11,29.92701530456543,5,5,2,6,6,1
0,DeathDescription.LIFETOTAL,10,38.56778144836426,5,5,2,4,4,4
0,DeathDescription.LIFETOTAL,12,37.02116012573242,6,6,1,6,4,3
0,DeathDescription.LIFETOTAL,10,34.38615798950195,6,6,0,5,2,5
0,DeathDescription.LIFETOTAL,10,23.70285987854004,4,5,3,5,4,3
0,DeathDescription.LIFETOTAL,12,29.39295768737793,7,4,2,4,2,5
0,DeathDescription.LIFETOTAL,10,35.138845443725586,5,5,2,5,3,4
1,DeathDescription.LIFETOTAL,11,25.014638900756836,6,3,3,6,5,2
0,DeathDescription.LIFETOTAL,10,28.717756271362305,6,4,2,4,4,4
0,DeathDescription.LIFETOTAL,10,28.159618377685547,5,3,4,5,5,2
