winning_seat,loser_death_description,halfturns_played,milliseconds_passed,seat_0_lands,seat_1_lands,seat_0_board_size,seat_1_board_size
0,DeathDescription.LIFETOTAL,12,28.61332893371582,6,6,6,1
1,DeathDescription.LIFETOTAL,11,23.64039421081543,4,6,4,5
1,DeathDescription.LIFETOTAL,13,31.781911849975586,5,5,0,6
1,DeathDescription.LIFETOTAL,11,53.92813682556152,6,5,3,5
0,DeathDescription.LIFETOTAL,10,31.80098533630371,6,4,6,4
0,DeathDescription.LIFETOTAL,12,21.76642417907715,7,6,5,2
0,DeathDescription.LIFETOTAL,10,28.276443481445312,4,5,5,4
1,DeathDescription.LIFETOTAL,11,47.478675842285156,3,6,2,5
0,DeathDescription.LIFETOTAL,10,51.78046226501465,5,5,6,4
0,DeathDescription.LIFETOTAL,10,25.79784393310547,6,5,4,2
0,DeathDescription.LIFETOTAL,10,26.73816680908203,3,4,5,0
1,DeathDescription.LIFETOTAL,13,30.813932418823242,5,7,3,4
0,DeathDescription.LIFETOTAL,12,27.617931365966797,7,3,4,3
0,DeathDescription.LIFETOTAL,10,19.14834976196289,4,5,5,0
0,DeathDescription.LIFETOTAL,10,44.07954216003418,5,4,4,3
1,DeathDescription.LIFETOTAL,11,21.800518035888672,5,6,4,4
0,DeathDescription.LIFETOTAL,12,23.64182472229004,7,6,5,4
1,DeathDescription.LIFETOTAL,11,28.693675994873047,4,5,5,5
0,DeathDescription.LIFETOTAL,10,33.94889831542969,6,4,5,3
0,DeathDescription.LIFETOTAL,10,36.2391471862793,6,5,4,3
0,DeathDescription.LIFETOTAL,12,34.247636795043945,5,6,7,4
0,DeathDescription.LIFETOTAL,10,28.195858001708984,6,5,6,4
0,DeathDescription.LIFETOTAL,10,52.31928825378418,6,3,5,0
0,DeathDescription.LIFETOTAL,10,42.629241943359375,6,5,4,4
0,DeathDescription.LIFETOTAL,12,28.77640724182129,7,4,5,5
1,DeathDescription.LIFETOTAL,11,27.816057205200195,3,6,4,6
0,DeathDescription.LIFETOTAL,10,27.466297149658203,6,5,6,4
0,DeathDescription.LIFETOTAL,10,37.96958923339844,6,2,5,3
0,DeathDescription.LIFETOTAL,10,27.37593650817871,6,4,5,4
0,DeathDescription.LIFETOTAL,12,28.580904006958008,6,5,4,2
0,DeathDescription.LIFETOTAL,10,34.325361251831055,3,5,4,4
1,DeathDescription.LIFETOTAL,11,32.88006782531738,5,6,4,5
1,DeathDescription.LIFETOTAL,11,37.92405128479004,5,6,4,5
0,DeathDescription.LIFETOTAL,12,38.727521896362305,5,6,6,3
0,DeathDescription.LIFETOTAL,10,33.12230110168457,5,5,4,3
1,DeathDescription.LIFETOTAL,13,23.45895767211914,6,7,2,5
0,DeathDescription.LIFETOTAL,14,31.734943389892578,8,6,6,3
1,DeathDescription.LIFETOTAL,11,20.519018173217773,4,5,0,5
0,DeathDescription.LIFETOTAL,10,26.2908935546875,6,5,4,4
0,DeathDescription.LIFETOTAL,10,26.587486267089844,6,5,4,4
0,DeathDescription.LIFETOTAL,10,33.535003662109375,6,5,6,4
0,DeathDescription.LIFETOTAL,10,31.23617172241211,5,4,4,3
0,DeathDescription.LIFETOTAL,10,27.77385711669922,5,5,5,0
0,DeathDescription.LIFETOTAL,10,33.467769622802734,5,5,5,4
0,DeathDescription.LIFETOTAL,10,21.8198299407959,6,5,5,4
0,DeathDescription.LIFETOTAL,12,30.161619186401367,6,6,7,3
0,DeathDescription.LIFETOTAL,12,39.91198539733887,6,6,6,4
0,DeathDescription.LIFETOTAL,10,21.593570709228516,5,5,6,3
0,DeathDescription.LIFETOTAL,10,31.92138671875,6,5,5,3
1,DeathDescription.LIFETOTAL,11,27.66561508178711,6,5,0,5
0,DeathDescription.LIFETOTAL,12,35.09044647216797,6,3,5,2
1,DeathDescription.LIFETOTAL,11,43.448448181152344,4,6,0,5
0,DeathDescription.LIFETOTAL,10,33.774375915527344,5,5,5,4
1,DeathDescription.LIFETOTAL,11,32.776594161987305,5,6,4,5
1,DeathDescription.LIFETOTAL,11,54.337263107299805,5,3,4,5
0,DeathDescription.LIFETOTAL,12,20.815134048461914,4,3,4,2
1,DeathDescription.LIFETOTAL,11,22.85480499267578,6,6,4,5
0,DeathDescription.LIFETOTAL,12,27.461528778076172,6,3,5,0
1,DeathDescription.LIFETOTAL,11,50.13275146484375,4,6,4,5
0,DeathDescription.LIFETOTAL,10,26.985883712768555,3,5,5,4
0,DeathDescription.LIFETOTAL,10,26.328563690185547,6,5,5,5
0,DeathDescription.LIFETOTAL,10,25.768280029296875,6,5,4,3
0,DeathDescription.LIFETOTAL,10,54.45742607116699,4,5,5,3
0,DeathDescription.LIFETOTAL,10,30.7466983795166,4,4,5,2
1,DeathDescription.LIFETOTAL,11,21.59428596496582,6,5,4,5
0,DeathDescription.LIFETOTAL,10,27.18377113342285,4,5,5,2
0,DeathDescription.LIFETOTAL,12,50.95362663269043,5,4,5,0
0,DeathDescription.LIFETOTAL,10,20.23625373840332,2,5,5,4
0,DeathDescription.LIFETOTAL,10,20.906925201416016,4,5,5,4
1,DeathDescription.LIFETOTAL,11,25.498628616333008,4,4,4,6
0,DeathDescription.LIFETOTAL,10,37.665605545043945,6,4,5,4
0,DeathDescription.LIFETOTAL,10,29.344797134399414,4,4,5,4
0,DeathDescription.LIFETOTAL,12,37.22119331359863,5,6,5,3
0,DeathDescription.LIFETOTAL,10,20.67732810974121,6,5,3,2
1,DeathDescription.LIFETOTAL,11,33.63370895385742,6,5,4,5
0,DeathDescription.LIFETOTAL,12,34.23428535461426,6,4,5,0
1,DeathDescription.LIFETOTAL,13,28.98406982421875,3,5,0,5
0,DeathDescription.LIFETOTAL,12,29.68573570251465,5,6,6,3
0,DeathDescription.LIFETOTAL,10,48.7520694732666,4,5,5,4
1,DeathDescription.LIFETOTAL,11,20.88785171508789,6,5,1,5
0,DeathDescription.LIFETOTAL,12,32.891035079956055,6,4,7,4
1,DeathDescription.LIFETOTAL,11,26.378631591796875,2,4,4,4
1,DeathDescription.LIFETOTAL,11,30.74049949645996,4,6,4,4
0,DeathDescription.LIFETOTAL,10,23.673534393310547,4,5,5,4
0,DeathDescription.LIFETOTAL,12,39.72935676574707,5,6,5,5
0,DeathDescription.LIFETOTAL,14,33.998727798461914,5,4,5,3
0,DeathDescription.LIFETOTAL,10,32.441139221191406,4,2,5,0
1,DeathDescription.LIFETOTAL,11,27.19879150390625,5,5,5,5
1,DeathDescription.LIFETOTAL,11,27.25362777709961,3,6,4,5
0,DeathDescription.LIFETOTAL,12,23.187875747680664,5,5,5,3
0,DeathDescription.LIFETOTAL,12,40.88020324707031,5,6,5,3
0,DeathDescription.LIFETOTAL,10,42.81020164489746,6,5,4,5
0,DeathDescription.LIFETOTAL,10,32.84430503845215,5,5,5,5
0,DeathDescription.LIFETOTAL,14,39.95561599731445,4,7,5,4
0,DeathDescription.LIFETOTAL,10,33.58125686645508,4,4,5,2
1,DeathDescription.LIFETOTAL,11,38.37251663208008,5,6,3,5
0,DeathDescription.LIFETOTAL,10,42.71888732910156,4,5,5,4
1,DeathDescription.LIFETOTAL,13,34.89089012145996,4,6,3,6
0,DeathDescription.LIFETOTAL,10,49.28898811340332,6,1,5,0
0,DeathDescription.LIFETOTAL,10,23.848295211791992,5,2,6,3
0,DeathDescription.LIFETOTAL,10,33.04719924926758,5,5,5,4
0,DeathDescription.LIFETOTAL,12,40.74454307556152,6,6,5,4
1,DeathDescription.LIFETOTAL,11,23.81300926208496,4,4,4,5
0,DeathDescription.LIFETOTAL,10,33.013105392456055,5,4,6,4
0,DeathDescription.LIFETOTAL,10,42.12355613708496,5,5,5,4
0,DeathDescription.LIFETOTAL,10,43.653011322021484,5,5,6,4
1,DeathDescription.LIFETOTAL,13,21.548986434936523,5,5,0,5
0,DeathDescription.LIFETOTAL,10,26.298046112060547,4,5,5,3
1,DeathDescription.LIFETOTAL,11,22.316694259643555,5,6,4,5
1,DeathDescription.LIFETOTAL,13,33.795833587646484,7,7,3,5
1,DeathDescription.LIFETOTAL,11,29.956817626953125,5,5,4,6
0,DeathDescription.LIFETOTAL,10,36.54217720031738,3,5,3,4
0,DeathDescription.LIFETOTAL,12,29.074430465698242,6,5,6,4
1,DeathDescription.LIFETOTAL,11,37.12868690490723,4,6,2,4
0,DeathDescription.LIFETOTAL,10,28.725385665893555,4,5,6,3
1,DeathDescription.LIFETOTAL,11,33.28752517700195,5,6,0,5
1,DeathDescription.LIFETOTAL,11,30.06744384765625,6,6,4,6
0,DeathDescription.LIFETOTAL,10,48.211097717285156,5,5,5,3
0,DeathDescription.LIFETOTAL,10,27.35614776611328,4,4,6,4
0,DeathDescription.LIFETOTAL,10,31.671524047851562,6,4,5,4
1,DeathDescription.LIFETOTAL,11,27.392864227294922,5,6,3,5
1,DeathDescription.LIFETOTAL,13,32.190561294555664,6,7,3,5
1,DeathDescription.LIFETOTAL,13,49.64327812194824,4,4,0,7
1,DeathDescription.LIFETOTAL,11,29.247045516967773,5,6,4,5
0,DeathDescription.LIFETOTAL,10,45.20916938781738,4,4,5,4
0,DeathDescription.LIFETOTAL,10,24.341344833374023,3,5,5,3
1,DeathDescription.LIFETOTAL,11,34.331560134887695,6,6,3,5
0,DeathDescription.LIFETOTAL,12,39.26801681518555,7,6,5,6
1,DeathDescription.LIFETOTAL,11,31.603097915649414,4,6,3,5
0,DeathDescription.LIFETOTAL,10,42.47331619262695,4,3,5,4
1,DeathDescription.LIFETOTAL,13,33.51187705993652,3,6,0,6
1,DeathDescription.LIFETOTAL,11,44.83795166015625,6,6,3,4
0,DeathDescription.LIFETOTAL,10,33.3707332611084,4,5,5,2
1,DeathDescription.LIFETOTAL,11,32.32288360595703,6,3,4,5
0,DeathDescription.LIFETOTAL,12,28.009891510009766,5,5,6,6
0,DeathDescription.LIFETOTAL,10,20.863056182861328,5,4,5,5
0,DeathDescription.LIFETOTAL,10,28.203248977661133,5,5,5,3
1,DeathDescription.LIFETOTAL,15,53.08961868286133,4,6,4,5
0,DeathDescription.LIFETOTAL,10,32.56034851074219,6,5,4,3
1,DeathDescription.LIFETOTAL,11,33.8749885559082,6,6,3,5
1,DeathDescription.LIFETOTAL,11,29.460668563842773,6,6,3,6
0,DeathDescription.LIFETOTAL,12,34.177541732788086,6,6,6,4
0,DeathDescription.LIFETOTAL,10,21.887779235839844,6,4,4,4
0,DeathDescription.LIFETOTAL,10,26.938676834106445,4,5,5,3
0,DeathDescription.LIFETOTAL,10,26.994943618774414,6,5,4,4
1,DeathDescription.LIFETOTAL,11,29.18386459350586,5,6,2,6
1,DeathDescription.LIFETOTAL,13,37.81867027282715,7,4,3,6
1,DeathDescription.LIFETOTAL,11,29.569387435913086,4,6,4,6
1,DeathDescription.LIFETOTAL,11,29.181718826293945,6,5,4,6
0,DeathDescription.LIFETOTAL,10,48.17056655883789,5,5,5,4
0,DeathDescription.LIFETOTAL,10,21.024703979492188,6,5,5,3
1,DeathDescription.LIFETOTAL,11,20.94888687133789,5,6,3,6
0,DeathDescription.LIFETOTAL,10,32.32431411743164,6,5,5,3
0,DeathDescription.LIFETOTAL,10,37.72926330566406,5,4,6,4
0,DeathDescription.LIFETOTAL,10,33.20121765136719,6,5,4,5
0,DeathDescription.LIFETOTAL,10,31.55350685119629,6,4,4,3
0,DeathDescription.LIFETOTAL,10,43.332576751708984,4,5,5,4
0,DeathDescription.LIFETOTAL,10,27.105093002319336,6,5,6,4
0,DeathDescription.LIFETOTAL,12,33.270835876464844,5,6,5,3
0,DeathDescription.LIFETOTAL,10,20.399093627929688,6,5,5,1
0,DeathDescription.LIFETOTAL,10,44.12961006164551,6,4,5,3
0,DeathDescription.LIFETOTAL,12,22.5982666015625,7,6,6,4
0,DeathDescription.LIFETOTAL,10,28.072357177734375,4,5,5,4
1,DeathDescription.LIFETOTAL,11,32.3789119720459,2,6,3,5
1,DeathDescription.LIFETOTAL,11,44.02971267700195,6,4,3,5
1,DeathDescription.LIFETOTAL,11,26.978254318237305,4,3,4,5
1,DeathDescription.LIFETOTAL,11,26.9777774810791,4,6,4,4
0,DeathDescription.LIFETOTAL,10,26.377439498901367,6,4,4,4
0,DeathDescription.LIFETOTAL,12,36.31711006164551,7,6,5,4
0,DeathDescription.LIFETOTAL,10,23.946046829223633,5,5,5,4
1,DeathDescription.LIFETOTAL,11,30.010700225830078,6,4,3,5
0,DeathDescription.LIFETOTAL,10,28.73682975769043,6,4,5,3
0,DeathDescription.LIFETOTAL,10,30.12228012084961,6,5,5,3
1,DeathDescription.LIFETOTAL,11,23.505687713623047,3,5,4,5
0,DeathDescription.LIFETOTAL,10,24.16682243347168,4,4,6,3
0,DeathDescription.LIFETOTAL,10,30.897855758666992,5,5,5,4
0,DeathDescription.LIFETOTAL,10,41.50724411010742,6,5,5,3
1,DeathDescription.LIFETOTAL,11,30.643701553344727,6,5,4,5
0,DeathDescription.LIFETOTAL,10,35.1870059967041,5,5,6,4
1,DeathDescription.LIFETOTAL,11,35.80188751220703,3,5,2,4
0,DeathDescription.LIFETOTAL,10,35.741567611694336,6,3,6,3
0,DeathDescription.LIFETOTAL,10,29.213428497314453,6,5,5,2
1,DeathDescription.LIFETOTAL,11,25.46525001525879,4,5,4,4
0,DeathDescription.LIFETOTAL,10,24.500370025634766,6,5,4,5
0,DeathDescription.LIFETOTAL,10,45.291900634765625,5,5,5,2
0,DeathDescription.LIFETOTAL,12,24.281740188598633,5,6,6,4
1,DeathDescription.LIFETOTAL,11,22.369861602783203,6,5,4,5
0,DeathDescription.LIFETOTAL,10,31.829118728637695,5,5,5,1
1,DeathDescription.LIFETOTAL,13,46.80132865905762,5,7,5,5
0,DeathDescription.LIFETOTAL,10,36.638498306274414,5,3,5,1
0,DeathDescription.LIFETOTAL,10,41.9468879699707,4,5,5,4
1,DeathDescription.LIFETOTAL,11,44.39496994018555,5,6,4,5
1,DeathDescription.LIFETOTAL,11,54.87680435180664,6,6,4,5
0,DeathDescription.LIFETOTAL,10,20.239830017089844,4,3,5,0
1,DeathDescription.LIFETOTAL,11,32.69338607788086,4,2,4,5
0,DeathDescription.LIFETOTAL,12,35.986900329589844,7,3,5,3
0,DeathDescription.LIFETOTAL,10,20.45726776123047,6,5,4,3
1,DeathDescription.LIFETOTAL,11,28.965473175048828,5,6,6,5
1,DeathDescription.LIFETOTAL,11,30.192852020263672,1,4,0,6
1,DeathDescription.LIFETOTAL,11,45.3951358795166,3,6,3,5
1,DeathDescription.LIFETOTAL,11,43.96414756774902,5,6,4,5
0,DeathDescription.LIFETOTAL,10,47.24860191345215,6,5,4,4
0,DeathDescription.LIFETOTAL,12,35.26759147644043,6,6,6,5
0,DeathDescription.LIFETOTAL,10,43.42484474182129,6,5,4,3
0,DeathDescription.LIFETOTAL,10,43.077945709228516,5,2,4,4
0,DeathDescription.LIFETOTAL,12,28.992414474487305,7,6,5,4
1,DeathDescription.LIFETOTAL,25,44.33631896972656,8,10,5,7
1,DeathDescription.LIFETOTAL,13,35.79211235046387,6,7,3,4
0,DeathDescription.LIFETOTAL,10,57.79385566711426,5,5,5,4
0,DeathDescription.LIFETOTAL,10,43.37573051452637,6,4,5,3
1,DeathDescription.LIFETOTAL,11,22.645235061645508,5,5,4,5
1,DeathDescription.LIFETOTAL,11,33.79702568054199,5,6,4,6
0,DeathDescription.LIFETOTAL,12,52.351951599121094,6,6,5,5
0,DeathDescription.LIFETOTAL,10,42.79065132141113,6,5,5,3
1,DeathDescription.LIFETOTAL,11,35.75921058654785,6,6,5,4
0,DeathDescription.LIFETOTAL,12,56.75244331359863,5,6,5,6
1,DeathDescription.LIFETOTAL,11,29.23583984375,6,6,4,5
1,DeathDescription.LIFETOTAL,11,28.48076820373535,5,5,5,5
1,DeathDescription.LIFETOTAL,11,23.508548736572266,6,6,3,5
0,DeathDescription.LIFETOTAL,10,36.15880012512207,4,5,5,5
1,DeathDescription.LIFETOTAL,13,27.90212631225586,6,4,3,5
0,DeathDescription.LIFETOTAL,12,28.818607330322266,3,5,4,3
1,DeathDescription.LIFETOTAL,11,24.972200393676758,6,5,4,6
0,DeathDescription.LIFETOTAL,10,28.893709182739258,4,5,5,4
0,DeathDescription.LIFETOTAL,10,22.868633270263672,4,4,6,3
0,DeathDescription.LIFETOTAL,10,32.23562240600586,5,5,5,3
0,DeathDescription.LIFETOTAL,10,39.365291595458984,4,5,5,3
1,DeathDescription.LIFETOTAL,11,29.880523681640625,6,6,3,5
0,DeathDescription.LIFETOTAL,10,22.836923599243164,4,5,5,3
1,DeathDescription.LIFETOTAL,11,30.00330924987793,5,5,4,6
1,DeathDescription.LIFETOTAL,13,28.078079223632812,6,5,3,6
0,DeathDescription.LIFETOTAL,10,23.42844009399414,4,4,5,3
1,DeathDescription.LIFETOTAL,11,25.653362274169922,4,6,4,5
1,DeathDescription.LIFETOTAL,11,32.976627349853516,5,5,0,5
0,DeathDescription.LIFETOTAL,14,57.88683891296387,3,4,5,4
1,DeathDescription.LIFETOTAL,15,28.242826461791992,3,8,4,4
0,DeathDescription.LIFETOTAL,10,37.43791580200195,6,5,5,3
0,DeathDescription.LIFETOTAL,10,21.136760711669922,5,4,6,4
0,DeathDescription.LIFETOTAL,10,21.525859832763672,6,5,5,4
1,DeathDescription.LIFETOTAL,11,60.428619384765625,5,6,4,6
0,DeathDescription.LIFETOTAL,10,21.875619888305664,4,3,5,4
0,DeathDescription.LIFETOTAL,12,21.630287170410156,7,6,5,4
0,DeathDescription.LIFETOTAL,10,38.63978385925293,5,5,5,4
0,DeathDescription.LIFETOTAL,10,32.927513122558594,6,5,5,2
0,DeathDescription.LIFETOTAL,10,20.213842391967773,3,4,5,5
1,DeathDescription.LIFETOTAL,11,34.13963317871094,6,5,5,4
1,DeathDescription.LIFETOTAL,11,63.929080963134766,6,6,0,5
1,DeathDescription.LIFETOTAL,11,29.048919677734375,2,6,3,6
0,DeathDescription.LIFETOTAL,10,27.251720428466797,6,4,5,4
0,DeathDescription.LIFETOTAL,10,41.58830642700195,6,4,5,3
0,DeathDescription.LIFETOTAL,10,38.129329681396484,4,4,4,3
1,DeathDescription.LIFETOTAL,11,42.96731948852539,4,6,1,5
0,DeathDescription.LIFETOTAL,10,26.636123657226562,3,5,5,4
0,DeathDescription.LIFETOTAL,10,35.684823989868164,5,5,6,4
0,DeathDescription.LIFETOTAL,10,28.783798217773438,6,5,4,4
0,DeathDescription.LIFETOTAL,10,27.795791625976562,5,5,6,3
1,DeathDescription.LIFETOTAL,11,24.676084518432617,4,4,5,7
0,DeathDescription.LIFETOTAL,10,36.1478328704834,4,5,5,3
1,DeathDescription.LIFETOTAL,11,29.512882232666016,3,6,3,5
0,DeathDescription.LIFETOTAL,10,23.72288703918457,6,5,5,5
1,DeathDescription.LIFETOTAL,11,31.603336334228516,4,6,0,6
0,DeathDescription.LIFETOTAL,10,48.39658737182617,4,4,5,3
1,DeathDescription.LIFETOTAL,13,35.741329193115234,5,7,4,4
0,DeathDescription.LIFETOTAL,10,32.19795227050781,4,5,5,3
0,DeathDescription.LIFETOTAL,10,31.955718994140625,6,5,5,3
0,DeathDescription.LIFETOTAL,10,32.97710418701172,6,4,5,4
0,DeathDescription.LIFETOTAL,10,38.13672065734863,6,5,4,3
0,DeathDescription.LIFETOTAL,10,25.246620178222656,6,4,4,0
0,DeathDescription.LIFETOTAL,10,27.78315544128418,5,5,5,3
0,DeathDescription.LIFETOTAL,10,39.10517692565918,5,5,5,3
1,DeathDescription.LIFETOTAL,13,26.465415954589844,4,7,4,5
0,DeathDescription.LIFETOTAL,18,37.454843521118164,8,6,7,5
0,DeathDescription.LIFETOTAL,10,42.09709167480469,4,4,5,3
1,DeathDescription.LIFETOTAL,11,33.5080623626709,4,5,2,6
1,DeathDescription.LIFETOTAL,11,21.25716209411621,5,6,0,6
1,DeathDescription.LIFETOTAL,13,24.199962615966797,5,7,2,5
0,DeathDescription.LIFETOTAL,12,34.47222709655762,4,6,5,3
1,DeathDescription.LIFETOTAL,11,28.345108032226562,6,6,5,4
1,DeathDescription.LIFETOTAL,11,22.84550666809082,4,6,4,5
0,DeathDescription.LIFETOTAL,12,30.167818069458008,7,4,5,5
0,DeathDescription.LIFETOTAL,10,31.404733657836914,6,5,4,4
0,DeathDescription.LIFETOTAL,10,39.77084159851074,3,5,4,3
1,DeathDescription.LIFETOTAL,11,22.18461036682129,6,5,5,5
0,DeathDescription.LIFETOTAL,10,42.35577583312988,5,4,4,3
1,DeathDescription.LIFETOTAL,11,26.743650436401367,5,6,4,5
1,DeathDescription.LIFETOTAL,11,39.08729553222656,6,5,4,5
0,DeathDescription.LIFETOTAL,10,26.783227920532227,6,5,5,4
1,DeathDescription.LIFETOTAL,11,36.630868911743164,4,6,4,5
0,DeathDescription.LIFETOTAL,10,26.74126625061035,4,5,5,3
0,DeathDescription.LIFETOTAL,14,37.80198097229004,6,7,7,5
0,DeathDescription.LIFETOTAL,14,39.23845291137695,4,6,5,4
1,DeathDescription.LIFETOTAL,13,35.95256805419922,4,7,4,6
0,DeathDescription.LIFETOTAL,10,26.401996612548828,6,4,5,4
0,DeathDescription.LIFETOTAL,10,52.10399627685547,5,5,4,3
0,DeathDescription.LIFETOTAL,10,31.522750854492188,4,2,5,2
1,DeathDescription.LIFETOTAL,11,27.33635902404785,6,6,4,5
1,DeathDescription.LIFETOTAL,11,22.391557693481445,6,6,4,5
0,DeathDescription.LIFETOTAL,10,25.022268295288086,4,5,4,4
0,DeathDescription.LIFETOTAL,10,38.02347183227539,6,5,5,2
0,DeathDescription.LIFETOTAL,10,27.152299880981445,6,5,4,4
1,DeathDescription.LIFETOTAL,13,28.900623321533203,2,6,0,5
0,DeathDescription.LIFETOTAL,10,38.82026672363281,5,5,4,4
0,DeathDescription.LIFETOTAL,10,26.930809020996094,5,5,6,4
0,DeathDescription.LIFETOTAL,10,27.556896209716797,6,5,5,5
0,DeathDescription.LIFETOTAL,10,20.014286041259766,5,5,5,1
0,DeathDescription.LIFETOTAL,10,41.0919189453125,5,5,5,3
0,DeathDescription.LIFETOTAL,10,22.854089736938477,5,4,5,0
0,DeathDescription.LIFETOTAL,10,28.42855453491211,6,5,4,4
0,DeathDescription.LIFETOTAL,10,22.372722625732422,3,4,5,3
0,DeathDescription.LIFETOTAL,10,48.815011978149414,5,5,5,1
0,DeathDescription.LIFETOTAL,10,33.06269645690918,5,5,5,4
1,DeathDescription.LIFETOTAL,11,23.187637329101562,4,6,4,5
0,DeathDescription.LIFETOTAL,10,41.81933403015137,5,5,6,2
0,DeathDescription.LIFETOTAL,10,29.595613479614258,4,5,5,4
0,DeathDescription.LIFETOTAL,10,32.81283378601074,6,5,5,4
0,DeathDescription.LIFETOTAL,10,21.1944580078125,6,5,3,5
1,DeathDescription.LIFETOTAL,17,33.05387496948242,8,8,3,7
0,DeathDescription.LIFETOTAL,10,34.60288047790527,6,5,5,3
1,DeathDescription.LIFETOTAL,11,29.827117919921875,6,5,3,5
0,DeathDescription.LIFETOTAL,10,21.48127555847168,6,3,5,2
1,DeathDescription.LIFETOTAL,11,32.74703025817871,4,4,0,5
0,DeathDescription.LIFETOTAL,10,34.07859802246094,4,5,5,4
0,DeathDescription.LIFETOTAL,12,39.517879486083984,6,1,5,0
0,DeathDescription.LIFETOTAL,10,32.774925231933594,5,4,5,4
0,DeathDescription.LIFETOTAL,10,22.675752639770508,6,5,5,4
0,DeathDescription.LIFETOTAL,10,28.141260147094727,4,5,5,4
1,DeathDescription.LIFETOTAL,11,22.563934326171875,6,6,0,5
1,DeathDescription.LIFETOTAL,11,50.0028133392334,6,6,4,6
0,DeathDescription.LIFETOTAL,14,34.353017807006836,4,5,4,0
0,DeathDescription.LIFETOTAL,12,30.542373657226562,7,6,4,3
1,DeathDescription.LIFETOTAL,11,35.650014877319336,6,6,5,4
0,DeathDescription.LIFETOTAL,10,32.502174377441406,4,5,5,3
0,DeathDescription.LIFETOTAL,12,25.386571884155273,6,5,6,4
0,DeathDescription.LIFETOTAL,10,43.935298919677734,5,5,5,3
1,DeathDescription.LIFETOTAL,11,27.770042419433594,4,4,3,5
0,DeathDescription.LIFETOTAL,10,41.602134704589844,6,4,5,3
0,DeathDescription.LIFETOTAL,10,32.51957893371582,6,5,3,4
1,DeathDescription.LIFETOTAL,11,31.5399169921875,3,6,4,5
1,DeathDescription.LIFETOTAL,11,49.48902130126953,6,3,3,5
0,DeathDescription.LIFETOTAL,10,26.658058166503906,6,5,5,4
1,DeathDescription.LIFETOTAL,11,21.924734115600586,6,4,4,5
0,DeathDescription.LIFETOTAL,10,38.68699073791504,4,5,5,4
0,DeathDescription.LIFETOTAL,10,38.66982460021973,6,5,5,5
0,DeathDescription.LIFETOTAL,10,25.75540542602539,5,3,5,2
0,DeathDescription.LIFETOTAL,10,19.527912139892578,4,5,5,4
1,DeathDescription.LIFETOTAL,11,33.56671333312988,2,5,2,4
1,DeathDescription.LIFETOTAL,11,28.205156326293945,6,6,3,4
1,DeathDescription.LIFETOTAL,11,28.147220611572266,6,3,2,5
1,DeathDescription.LIFETOTAL,11,43.149471282958984,3,6,3,6
1,DeathDescription.LIFETOTAL,13,42.014360427856445,7,7,3,5
1,DeathDescription.LIFETOTAL,11,23.50592613220215,5,4,2,5
0,DeathDescription.LIFETOTAL,10,58.17079544067383,5,5,5,4
0,DeathDescription.LIFETOTAL,12,49.139976501464844,7,6,4,5
0,DeathDescription.LIFETOTAL,12,48.17986488342285,4,6,5,0
0,DeathDescription.LIFETOTAL,14,42.185306549072266,8,3,6,3
1,DeathDescription.LIFETOTAL,11,23.052692413330078,3,4,2,6
0,DeathDescription.LIFETOTAL,10,33.734798431396484,6,4,5,4
1,DeathDescription.LIFETOTAL,11,24.06454086303711,6,6,2,4
0,DeathDescription.LIFETOTAL,10,38.0711555480957,6,5,5,3
1,DeathDescription.LIFETOTAL,11,46.19193077087402,6,6,3,5
0,DeathDescription.LIFETOTAL,10,46.7531681060791,6,5,5,4
0,DeathDescription.LIFETOTAL,12,31.202077865600586,7,6,5,4
1,DeathDescription.LIFETOTAL,11,24.58024024963379,6,6,4,5
1,DeathDescription.LIFETOTAL,11,44.9976921081543,6,6,3,5
0,DeathDescription.LIFETOTAL,10,36.25226020812988,4,5,5,4
0,DeathDescription.LIFETOTAL,10,23.73027801513672,6,5,6,2
1,DeathDescription.LIFETOTAL,11,36.8654727935791,6,5,4,5
1,DeathDescription.LIFETOTAL,11,32.889604568481445,4,4,3,5
0,DeathDescription.LIFETOTAL,12,33.48493576049805,5,6,5,3
0,DeathDescription.LIFETOTAL,12,43.836116790771484,6,4,5,4
0,DeathDescription.LIFETOTAL,10,28.81598472595215,4,4,5,3
0,DeathDescription.LIFETOTAL,12,24.947643280029297,6,6,6,0
0,DeathDescription.LIFETOTAL,12,30.54189682006836,7,6,5,2
1,DeathDescription.LIFETOTAL,11,36.57841682434082,6,5,4,4
1,DeathDescription.LIFETOTAL,13,27.216672897338867,3,4,3,5
1,DeathDescription.LIFETOTAL,11,29.9680233001709,5,5,4,4
1,DeathDescription.LIFETOTAL,13,31.352996826171875,5,7,2,6
0,DeathDescription.LIFETOTAL,10,32.76562690734863,5,5,4,5
1,DeathDescription.LIFETOTAL,15,32.982587814331055,3,5,0,5
0,DeathDescription.LIFETOTAL,10,28.234481811523438,6,5,6,2
0,DeathDescription.LIFETOTAL,10,41.43953323364258,6,5,5,2
0,DeathDescription.LIFETOTAL,10,33.99825096130371,4,3,5,3
0,DeathDescription.LIFETOTAL,10,26.371479034423828,4,5,5,3
0,DeathDescription.LIFETOTAL,12,28.661727905273438,6,5,4,2
0,DeathDescription.LIFETOTAL,12,39.25681114196777,7,6,5,2
1,DeathDescription.LIFETOTAL,11,36.45682334899902,3,5,0,6
1,DeathDescription.LIFETOTAL,11,29.76059913635254,6,6,4,4
