winning_seat,loser_death_description,halfturns_played,milliseconds_passed,seat_0_lands,seat_1_lands,seat_0_board_size,seat_1_board_size
1,DeathDescription.LIFETOTAL,11,22.05657958984375,5,6,3,7
1,DeathDescription.LIFETOTAL,13,36.21959686279297,7,6,4,6
0,DeathDescription.LIFETOTAL,10,38.64312171936035,6,5,4,4
0,DeathDescription.LIFETOTAL,10,32.79590606689453,5,5,5,3
0,DeathDescription.LIFETOTAL,10,32.78326988220215,4,5,5,4
0,DeathDescription.LIFETOTAL,10,21.576404571533203,4,5,5,4
0,DeathDescription.LIFETOTAL,10,45.69530487060547,4,5,5,3
1,DeathDescription.LIFETOTAL,11,22.269725799560547,6,6,4,5
0,DeathDescription.LIFETOTAL,12,24.016618728637695,4,6,5,5
1,DeathDescription.LIFETOTAL,11,28.27000617980957,6,6,5,5
0,DeathDescription.LIFETOTAL,12,44.840335845947266,5,6,5,4
0,DeathDescription.LIFETOTAL,10,21.169662475585938,6,5,4,3
0,DeathDescription.LIFETOTAL,10,32.57346153259277,4,5,5,3
0,DeathDescription.LIFETOTAL,10,31.33559226989746,6,5,5,4
0,DeathDescription.LIFETOTAL,14,28.0759334564209,7,6,6,1
0,DeathDescription.LIFETOTAL,10,27.801513671875,6,5,5,3
1,DeathDescription.LIFETOTAL,11,30.48110008239746,5,4,4,5
0,DeathDescription.LIFETOTAL,10,32.26900100708008,4,4,5,4
1,DeathDescription.LIFETOTAL,11,30.662059783935547,6,6,4,5
0,DeathDescription.LIFETOTAL,12,35.269737243652344,7,6,4,4
0,DeathDescription.LIFETOTAL,12,43.95747184753418,4,6,5,5
0,DeathDescription.LIFETOTAL,10,25.267601013183594,6,5,4,3
1,DeathDescription.LIFETOTAL,11,45.563459396362305,6,5,3,5
1,DeathDescription.LIFETOTAL,13,29.46329116821289,6,7,4,7
1,DeathDescription.LIFETOTAL,11,21.95572853088379,6,5,4,5
0,DeathDescription.LIFETOTAL,10,31.31842613220215,6,5,4,3
0,DeathDescription.LIFETOTAL,10,29.58369255065918,4,4,5,4
0,DeathDescription.LIFETOTAL,10,28.227806091308594,6,5,4,2
1,DeathDescription.LIFETOTAL,11,34.41596031188965,6,4,2,5
0,DeathDescription.LIFETOTAL,10,28.15699577331543,5,5,6,3
0,DeathDescription.LIFETOTAL,10,38.90037536621094,5,5,5,5
0,DeathDescription.LIFETOTAL,10,21.983623504638672,5,3,5,3
0,DeathDescription.LIFETOTAL,10,29.430389404296875,4,5,5,5
0,DeathDescription.LIFETOTAL,10,27.8623104095459,6,5,5,3
0,DeathDescription.LIFETOTAL,10,29.023408889770508,6,4,4,3
0,DeathDescription.LIFETOTAL,10,33.09321403503418,4,5,5,1
0,DeathDescription.LIFETOTAL,12,38.779497146606445,7,6,4,4
0,DeathDescription.LIFETOTAL,10,19.754648208618164,4,5,4,5
0,DeathDescription.LIFETOTAL,10,38.266658782958984,4,5,5,4
0,DeathDescription.LIFETOTAL,10,21.388530731201172,5,5,6,5
1,DeathDescription.LIFETOTAL,11,23.25725555419922,6,5,3,6
0,DeathDescription.LIFETOTAL,10,26.755809783935547,6,3,5,0
0,DeathDescription.LIFETOTAL,10,45.633792877197266,6,5,5,4
0,DeathDescription.LIFETOTAL,10,37.27269172668457,5,4,5,4
1,DeathDescription.LIFETOTAL,11,27.96769142150879,4,5,3,5
0,DeathDescription.LIFETOTAL,10,31.685352325439453,5,5,5,2
0,DeathDescription.LIFETOTAL,10,32.61113166809082,5,5,5,3
0,DeathDescription.LIFETOTAL,12,39.95776176452637,5,5,5,5
0,DeathDescription.LIFETOTAL,12,29.386281967163086,7,5,4,3
0,DeathDescription.LIFETOTAL,10,27.67491340637207,6,5,5,5
1,DeathDescription.LIFETOTAL,11,38.83552551269531,5,4,5,5
0,DeathDescription.LIFETOTAL,10,30.46870231628418,3,2,5,0
1,DeathDescription.LIFETOTAL,13,23.259878158569336,5,5,5,6
1,DeathDescription.LIFETOTAL,11,27.965784072875977,5,6,4,5
0,DeathDescription.LIFETOTAL,10,34.70039367675781,5,5,6,4
1,DeathDescription.LIFETOTAL,15,26.298999786376953,5,5,4,4
1,DeathDescription.LIFETOTAL,11,21.17323875427246,6,6,0,5
0,DeathDescription.LIFETOTAL,10,19.394397735595703,4,5,5,4
1,DeathDescription.LIFETOTAL,11,45.652151107788086,5,6,0,5
0,DeathDescription.LIFETOTAL,10,21.968364715576172,6,4,5,3
0,DeathDescription.LIFETOTAL,10,20.528316497802734,5,5,5,5
0,DeathDescription.LIFETOTAL,10,27.536869049072266,6,5,4,4
0,DeathDescription.LIFETOTAL,10,32.65786170959473,5,5,5,4
0,DeathDescription.LIFETOTAL,10,28.766632080078125,6,5,6,4
1,DeathDescription.LIFETOTAL,13,35.906076431274414,3,7,0,6
0,DeathDescription.LIFETOTAL,14,32.2878360748291,8,5,3,4
0,DeathDescription.LIFETOTAL,12,39.22080993652344,3,6,5,5
1,DeathDescription.LIFETOTAL,11,29.050111770629883,6,6,3,6
1,DeathDescription.LIFETOTAL,11,27.784347534179688,5,6,4,5
0,DeathDescription.LIFETOTAL,10,26.549577713012695,4,3,5,0
1,DeathDescription.LIFETOTAL,11,24.999618530273438,6,6,4,5
1,DeathDescription.LIFETOTAL,11,28.529644012451172,6,6,3,4
0,DeathDescription.LIFETOTAL,10,23.952960968017578,5,5,5,3
1,DeathDescription.LIFETOTAL,13,47.899484634399414,3,6,4,6
0,DeathDescription.LIFETOTAL,12,34.01756286621094,4,6,6,4
1,DeathDescription.LIFETOTAL,11,51.30457878112793,6,4,4,5
0,DeathDescription.LIFETOTAL,14,27.747392654418945,2,6,5,3
0,DeathDescription.LIFETOTAL,10,26.29566192626953,5,5,5,4
0,DeathDescription.LIFETOTAL,10,34.481048583984375,4,5,5,4
1,DeathDescription.LIFETOTAL,11,23.55813980102539,6,6,5,4
0,DeathDescription.LIFETOTAL,10,26.839017868041992,6,4,4,4
0,DeathDescription.LIFETOTAL,12,28.200149536132812,7,6,5,4
0,DeathDescription.LIFETOTAL,10,39.83807563781738,6,5,4,4
1,DeathDescription.LIFETOTAL,11,33.56146812438965,6,6,4,4
1,DeathDescription.LIFETOTAL,11,27.106285095214844,6,6,2,5
0,DeathDescription.LIFETOTAL,10,21.206140518188477,6,5,5,3
1,DeathDescription.LIFETOTAL,11,30.301570892333984,6,5,3,4
0,DeathDescription.LIFETOTAL,10,28.241872787475586,6,5,5,4
0,DeathDescription.LIFETOTAL,12,26.462554931640625,7,6,5,5
1,DeathDescription.LIFETOTAL,11,22.949934005737305,5,6,4,4
1,DeathDescription.LIFETOTAL,11,33.96153450012207,6,5,4,6
0,DeathDescription.LIFETOTAL,10,26.102781295776367,5,3,5,4
1,DeathDescription.LIFETOTAL,11,22.19533920288086,6,6,3,4
0,DeathDescription.LIFETOTAL,12,29.412269592285156,7,5,5,4
0,DeathDescription.LIFETOTAL,12,28.81646156311035,4,6,6,5
0,DeathDescription.LIFETOTAL,10,28.96738052368164,6,5,5,4
0,DeathDescription.LIFETOTAL,10,56.122541427612305,5,3,5,0
0,DeathDescription.LIFETOTAL,12,33.96940231323242,6,6,7,5
0,DeathDescription.LIFETOTAL,12,27.431726455688477,6,5,6,3
1,DeathDescription.LIFETOTAL,11,27.05669403076172,3,3,3,5
1,DeathDescription.LIFETOTAL,13,23.884057998657227,3,7,0,5
1,DeathDescription.LIFETOTAL,11,44.09933090209961,5,5,3,5
0,DeathDescription.LIFETOTAL,10,33.594608306884766,6,4,5,4
1,DeathDescription.LIFETOTAL,11,32.71746635437012,5,6,4,5
1,DeathDescription.LIFETOTAL,13,34.433841705322266,7,4,3,5
0,DeathDescription.LIFETOTAL,10,26.38840675354004,4,4,4,4
0,DeathDescription.LIFETOTAL,12,31.277179718017578,7,5,5,4
0,DeathDescription.LIFETOTAL,12,25.736331939697266,6,5,7,3
0,DeathDescription.LIFETOTAL,10,32.72247314453125,4,4,5,4
1,DeathDescription.LIFETOTAL,19,34.22379493713379,5,6,4,4
0,DeathDescription.LIFETOTAL,10,48.96736145019531,4,3,5,4
0,DeathDescription.LIFETOTAL,12,49.468994140625,5,5,6,4
0,DeathDescription.LIFETOTAL,10,31.840085983276367,6,5,4,4
0,DeathDescription.LIFETOTAL,10,25.82263946533203,5,5,5,3
1,DeathDescription.LIFETOTAL,11,47.719717025756836,6,6,5,5
0,DeathDescription.LIFETOTAL,10,43.23434829711914,5,4,6,2
0,DeathDescription.LIFETOTAL,10,32.19437599182129,6,4,4,5
0,DeathDescription.LIFETOTAL,12,33.88619422912598,4,4,5,4
0,DeathDescription.LIFETOTAL,12,32.351016998291016,4,6,6,5
1,DeathDescription.LIFETOTAL,11,28.77974510192871,6,3,3,5
1,DeathDescription.LIFETOTAL,11,21.96216583251953,2,5,0,4
0,DeathDescription.LIFETOTAL,10,26.928424835205078,4,4,5,2
0,DeathDescription.LIFETOTAL,10,39.65353965759277,6,3,6,3
1,DeathDescription.LIFETOTAL,13,29.670238494873047,4,7,2,6
0,DeathDescription.LIFETOTAL,10,21.869421005249023,4,5,5,4
0,DeathDescription.LIFETOTAL,10,26.255130767822266,6,5,5,3
1,DeathDescription.LIFETOTAL,11,31.041860580444336,4,6,4,6
1,DeathDescription.LIFETOTAL,13,26.803016662597656,5,5,1,6
1,DeathDescription.LIFETOTAL,11,23.39458465576172,6,4,3,5
1,DeathDescription.LIFETOTAL,11,24.669170379638672,6,6,4,4
0,DeathDescription.LIFETOTAL,12,38.763999938964844,6,5,4,5
0,DeathDescription.LIFETOTAL,10,22.745370864868164,6,5,3,3
0,DeathDescription.LIFETOTAL,10,31.43787384033203,6,5,5,0
0,DeathDescription.LIFETOTAL,10,26.72290802001953,5,4,6,5
0,DeathDescription.LIFETOTAL,10,34.53493118286133,6,4,5,5
1,DeathDescription.LIFETOTAL,11,37.558555603027344,5,6,5,5
0,DeathDescription.LIFETOTAL,10,32.20987319946289,6,5,3,5
0,DeathDescription.LIFETOTAL,10,21.081924438476562,3,5,3,4
0,DeathDescription.LIFETOTAL,10,33.356666564941406,6,5,5,4
0,DeathDescription.LIFETOTAL,10,21.12293243408203,5,3,5,3
0,DeathDescription.LIFETOTAL,10,26.20244026184082,6,5,4,4
0,DeathDescription.LIFETOTAL,10,27.434349060058594,5,5,5,4
0,DeathDescription.LIFETOTAL,12,40.58074951171875,7,6,5,3
0,DeathDescription.LIFETOTAL,10,26.61871910095215,6,4,5,4
0,DeathDescription.LIFETOTAL,10,22.09329605102539,6,5,4,3
0,DeathDescription.LIFETOTAL,10,21.327972412109375,5,5,5,4
0,DeathDescription.LIFETOTAL,12,40.172576904296875,6,4,4,0
1,DeathDescription.LIFETOTAL,11,26.2906551361084,5,4,5,5
0,DeathDescription.LIFETOTAL,12,40.18378257751465,6,6,5,6
1,DeathDescription.LIFETOTAL,11,47.93977737426758,3,6,4,4
0,DeathDescription.LIFETOTAL,10,52.67453193664551,4,5,5,1
1,DeathDescription.LIFETOTAL,11,21.671056747436523,6,5,3,5
0,DeathDescription.LIFETOTAL,10,29.943227767944336,6,1,5,0
0,DeathDescription.LIFETOTAL,10,20.98369598388672,5,5,5,4
1,DeathDescription.LIFETOTAL,11,30.138015747070312,6,6,1,5
0,DeathDescription.LIFETOTAL,10,28.027772903442383,6,5,4,4
0,DeathDescription.LIFETOTAL,10,26.23152732849121,4,5,6,4
0,DeathDescription.LIFETOTAL,10,33.956289291381836,6,5,4,5
0,DeathDescription.LIFETOTAL,10,46.14663124084473,5,5,5,1
1,DeathDescription.LIFETOTAL,11,26.57794952392578,3,6,0,5
1,DeathDescription.LIFETOTAL,13,33.04743766784668,6,6,2,6
1,DeathDescription.LIFETOTAL,11,32.47833251953125,6,6,4,4
1,DeathDescription.LIFETOTAL,11,33.606529235839844,6,6,4,6
0,DeathDescription.LIFETOTAL,10,42.1903133392334,5,5,4,4
0,DeathDescription.LIFETOTAL,10,42.65165328979492,6,5,5,4
0,DeathDescription.LIFETOTAL,10,26.57938003540039,6,5,4,3
0,DeathDescription.LIFETOTAL,10,30.878782272338867,5,5,4,0
1,DeathDescription.LIFETOTAL,11,22.110462188720703,6,6,4,5
1,DeathDescription.LIFETOTAL,11,40.04812240600586,5,5,3,6
1,DeathDescription.LIFETOTAL,11,28.08237075805664,5,6,4,5
0,DeathDescription.LIFETOTAL,12,40.78483581542969,5,6,5,4
1,DeathDescription.LIFETOTAL,11,33.56742858886719,6,6,4,5
1,DeathDescription.LIFETOTAL,11,35.87484359741211,4,6,0,5
0,DeathDescription.LIFETOTAL,10,19.51432228088379,4,5,5,3
1,DeathDescription.LIFETOTAL,11,32.697200775146484,4,6,0,5
1,DeathDescription.LIFETOTAL,11,34.18612480163574,6,6,5,5
0,DeathDescription.LIFETOTAL,12,34.68441963195801,5,6,5,4
0,DeathDescription.LIFETOTAL,10,32.5465202331543,6,5,4,2
0,DeathDescription.LIFETOTAL,12,27.52208709716797,5,6,5,3
1,DeathDescription.LIFETOTAL,11,29.2360782623291,6,6,3,5
1,DeathDescription.LIFETOTAL,11,21.623849868774414,3,6,0,5
1,DeathDescription.LIFETOTAL,13,42.2663688659668,4,7,4,5
0,DeathDescription.LIFETOTAL,12,35.97688674926758,3,5,4,4
0,DeathDescription.LIFETOTAL,10,37.238121032714844,6,5,4,4
1,DeathDescription.LIFETOTAL,11,27.282238006591797,6,5,4,5
0,DeathDescription.LIFETOTAL,10,22.577762603759766,6,5,5,3
1,DeathDescription.LIFETOTAL,11,35.334110260009766,6,4,4,6
1,DeathDescription.LIFETOTAL,11,33.5843563079834,3,6,0,5
0,DeathDescription.LIFETOTAL,10,43.34831237792969,5,5,5,5
0,DeathDescription.LIFETOTAL,12,34.413814544677734,6,6,6,3
1,DeathDescription.LIFETOTAL,15,59.47279930114746,6,6,5,6
1,DeathDescription.LIFETOTAL,13,29.87074851989746,3,6,0,5
1,DeathDescription.LIFETOTAL,11,22.754669189453125,5,4,1,4
0,DeathDescription.LIFETOTAL,12,43.0150032043457,7,6,5,2
0,DeathDescription.LIFETOTAL,10,37.9178524017334,5,5,5,2
1,DeathDescription.LIFETOTAL,11,28.883695602416992,6,6,5,5
1,DeathDescription.LIFETOTAL,13,34.48200225830078,7,7,4,5
1,DeathDescription.LIFETOTAL,11,21.494626998901367,5,5,0,5
0,DeathDescription.LIFETOTAL,10,27.35757827758789,6,5,6,2
0,DeathDescription.LIFETOTAL,10,47.05476760864258,4,5,5,4
0,DeathDescription.LIFETOTAL,14,24.869680404663086,6,5,5,4
1,DeathDescription.LIFETOTAL,11,28.88965606689453,6,4,4,5
0,DeathDescription.LIFETOTAL,10,25.985240936279297,5,5,4,4
1,DeathDescription.LIFETOTAL,13,24.736642837524414,6,5,6,5
1,DeathDescription.LIFETOTAL,11,43.401479721069336,6,4,5,5
0,DeathDescription.LIFETOTAL,10,57.521820068359375,6,5,5,3
1,DeathDescription.LIFETOTAL,11,26.883840560913086,4,4,2,5
0,DeathDescription.LIFETOTAL,10,27.315378189086914,4,5,4,5
1,DeathDescription.LIFETOTAL,13,21.439552307128906,2,7,0,3
1,DeathDescription.LIFETOTAL,11,42.4962043762207,6,5,3,5
0,DeathDescription.LIFETOTAL,12,26.806116104125977,4,5,5,3
0,DeathDescription.LIFETOTAL,10,22.85313606262207,5,5,6,3
0,DeathDescription.LIFETOTAL,10,20.98560333251953,6,4,5,4
0,DeathDescription.LIFETOTAL,10,23.330211639404297,5,5,4,4
1,DeathDescription.LIFETOTAL,13,41.52512550354004,3,6,0,6
0,DeathDescription.LIFETOTAL,14,32.5467586517334,6,7,5,4
1,DeathDescription.LIFETOTAL,11,33.431053161621094,4,5,4,6
0,DeathDescription.LIFETOTAL,10,53.897857666015625,4,5,5,5
1,DeathDescription.LIFETOTAL,11,28.269290924072266,5,4,4,5
0,DeathDescription.LIFETOTAL,10,29.53171730041504,4,5,5,4
0,DeathDescription.LIFETOTAL,10,28.037309646606445,6,5,3,3
1,DeathDescription.LIFETOTAL,13,38.90204429626465,7,7,2,4
1,DeathDescription.LIFETOTAL,13,25.679349899291992,3,5,0,5
0,DeathDescription.LIFETOTAL,10,32.86385536193848,5,5,6,0
0,DeathDescription.LIFETOTAL,10,21.883010864257812,6,4,5,3
1,DeathDescription.LIFETOTAL,11,45.966386795043945,5,4,2,5
1,DeathDescription.LIFETOTAL,11,46.19193077087402,6,6,4,6
1,DeathDescription.LIFETOTAL,13,40.93790054321289,4,7,4,3
1,DeathDescription.LIFETOTAL,11,28.854846954345703,4,6,4,4
0,DeathDescription.LIFETOTAL,10,34.58213806152344,5,3,5,4
1,DeathDescription.LIFETOTAL,15,27.46868133544922,2,8,2,6
1,DeathDescription.LIFETOTAL,13,29.54387664794922,5,4,0,6
