position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
44,-407,33,7,11,256.8082362562418,254.31850142776966,12.372849941253662
45,-405,30,5,5,199.98825977742672,197.4176906645298,11.248200237751007
46,-403,28,3,5,255.90155036747456,253.5088927447796,10.572280704975128
47,-405,39,5,8,323.80339190363884,320.60997781157494,14.840733110904694
48,-403,28,3,5,208.96122519671917,206.7890891507268,10.96600490808487
49,-406,32,6,7,287.6962583065033,285.79960799217224,12.313189327716827
50,-405,30,5,5,274.8955907076597,273.0301183760166,11.579709827899933
51,-401,30,1,1,227.8388846963644,225.57372419536114,11.543860375881195
52,-406,31,6,8,271.5960760116577,269.771443605423,12.193857163190842
53,-403,28,3,3,196.06550359725952,194.14001715928316,11.24898412823677
54,-403,36,3,5,297.6493721008301,295.376749843359,13.256022363901138
55,-404,33,4,5,297.05552101135254,294.5701813697815,12.478458613157272
56,-401,30,1,2,224.44268956780434,222.2133949175477,10.962101966142654
57,-402,31,2,2,249.72015543282032,247.70325031876564,11.29373174905777
58,-401,26,1,4,208.03166437149048,206.2281951904297,9.499159038066864
59,-401,26,1,2,238.98744894564152,237.5750987753272,9.439670473337173
60,-401,26,1,1,229.5184962451458,227.9706360474229,9.590872526168823
61,-404,29,4,4,224.04352256655693,221.90595579892397,10.105540156364441
62,-402,27,2,5,220.52836145460606,218.83823125064373,10.417122811079025
63,-404,33,4,6,259.19389978051186,256.85380805283785,11.445268362760544
64,-400,29,0,1,283.1799260675907,281.6897059082985,9.928657352924347
65,-402,31,2,4,336.6107948869467,334.943834528327,10.310086324810982
66,-401,26,1,1,248.14609384536743,247.18319058418274,8.953217178583145
67,-401,31,1,2,314.5470881462097,313.30463695526123,10.61079090833664
68,-400,29,0,0,286.17077258229256,285.06720592826605,9.901016384363174
69,-401,26,1,1,216.8404614776373,215.7610755637288,8.91150364279747
70,-402,31,2,2,277.0752749443054,276.5244631767273,10.031298607587814
71,-403,28,3,3,273.3725652694702,275.0050456523895,9.504893988370895
72,-400,33,0,2,283.63915775716305,284.18244582414627,10.690902262926102
73,-401,30,1,2,242.32355308532715,242.56248864531517,10.19674488902092
74,-402,27,2,2,322.9263641834259,324.01443326473236,8.790367975831032
75,-401,26,1,1,225.96801640093327,226.88498537242413,8.451171800494194
76,-401,26,1,1,251.12640327215195,252.7512903958559,8.131801277399063
77,-401,30,1,1,301.4981096237898,303.27710819244385,9.938249364495277
78,-400,25,0,0,213.21685409545898,214.27975237369537,8.030724614858627
79,-401,30,1,1,257.85948400199413,259.244627058506,9.323794960975647
80,-401,26,1,1,285.0959596633911,286.6551785469055,7.757869392633438
81,-402,31,2,2,323.6343972682953,325.35434243083,9.566553622484207
82,-400,29,0,0,270.0372746437788,271.7034554183483,9.021941378712654
83,-402,27,2,2,257.09501338005066,259.0074906349182,8.249059498310089
84,-401,30,1,1,270.05715519189835,272.0196589976549,8.995284527540207
85,-402,31,2,3,282.87653340399265,284.7067835777998,9.179527431726456
86,-401,30,1,1,332.4423861503601,335.3147723674774,8.521393328905106
87,-402,31,2,2,341.9019298553467,344.7127254009247,8.835844188928604
88,-401,30,1,1,307.347211048007,309.87185060977936,8.43990883231163
89,-401,30,1,1,245.09809066355228,246.83776591718197,8.632939368486404
90,-400,25,0,0,256.5139298737049,258.829214528203,6.986074194312096
91,-402,27,2,2,294.32440972328186,296.7518734931946,8.036139577627182
92,-404,33,4,4,317.0770210325718,319.9937434196472,9.416274666786194
93,-401,30,1,1,313.5172729641199,316.3452666401863,8.253436952829361
94,-401,26,1,2,303.5288868993521,306.3422354012728,7.238509923219681
95,-400,25,0,1,244.01940727233887,245.97453713417053,7.145751476287842
96,-400,25,0,1,265.7880873680115,268.37954807281494,6.99608214199543
97,-400,25,0,0,259.5732261836529,262.33236452937126,7.049311324954033
98,-401,26,1,1,200.39568132162094,202.87909169495106,7.195826411247253
99,-400,30,0,1,319.4062757343054,325.0342893153429,8.701711028814316
