winning_seat,loser_death_description,halfturns_played,milliseconds_passed,seat_0_lands,seat_0_board_size,seat_0_hand_size,seat_1_lands,seat_1_board_size,seat_1_hand_size
0,DeathDescription.DECKING,67,880.3107738494873,1,0,7,2,1,7
0,DeathDescription.DECKING,67,855.7016849517822,7,0,7,2,3,7
0,DeathDescription.DECKING,67,872.5788593292236,5,1,7,5,2,7
0,DeathDescription.DECKING,67,942.1825408935547,6,4,7,0,0,7
0,DeathDescription.DECKING,67,899.0583419799805,5,2,7,5,2,7
0,DeathDescription.DECKING,67,892.86208152771,0,0,7,3,0,7
0,DeathDescription.DECKING,67,937.8001689910889,1,0,7,5,2,7
0,DeathDescription.DECKING,67,903.8653373718262,8,0,7,6,3,7
0,DeathDescription.DECKING,67,792.9596900939941,4,3,7,3,1,7
0,DeathDescription.DECKING,67,970.7622528076172,1,0,7,9,4,7
0,DeathDescription.LIFETOTAL,66,879.6806335449219,6,3,8,1,0,7
0,DeathDescription.DECKING,67,957.526683807373,9,6,7,4,1,7
0,DeathDescription.DECKING,67,860.8071804046631,2,0,7,2,2,7
0,DeathDescription.DECKING,67,846.6217517852783,6,3,7,1,0,7
0,DeathDescription.DECKING,67,801.4974594116211,7,4,7,4,1,7
0,DeathDescription.DECKING,67,846.4646339416504,7,2,7,0,0,7
0,DeathDescription.DECKING,67,855.290412902832,3,2,7,0,0,7
0,DeathDescription.DECKING,67,934.0746402740479,6,0,7,6,2,7
0,DeathDescription.DECKING,67,889.514684677124,1,0,7,0,0,7
0,DeathDescription.DECKING,67,804.8722743988037,1,0,7,0,0,7
0,DeathDescription.DECKING,67,875.5369186401367,4,1,7,0,0,7
0,DeathDescription.DECKING,67,838.853120803833,0,0,7,3,1,7
0,DeathDescription.DECKING,67,900.4647731781006,7,1,7,1,0,7
0,DeathDescription.DECKING,67,834.1708183288574,6,4,7,4,0,7
0,DeathDescription.DECKING,67,892.5580978393555,9,2,7,1,2,7
0,DeathDescription.DECKING,67,885.4329586029053,1,0,7,10,3,7
0,DeathDescription.DECKING,67,787.0352268218994,0,0,7,2,1,7
0,DeathDescription.DECKING,67,843.3742523193359,5,3,7,2,1,7
0,DeathDescription.DECKING,67,919.468879699707,8,2,7,5,2,7
0,DeathDescription.DECKING,67,834.2070579528809,1,1,7,0,0,7
0,DeathDescription.DECKING,67,826.7817497253418,4,3,7,5,2,7
0,DeathDescription.DECKING,67,818.159818649292,3,1,7,2,2,7
0,DeathDescription.DECKING,67,875.0796318054199,8,2,7,6,4,7
0,DeathDescription.DECKING,67,786.7982387542725,0,0,7,0,0,7
0,DeathDescription.DECKING,67,841.8982028961182,4,2,7,5,2,7
0,DeathDescription.DECKING,67,889.1510963439941,9,4,7,2,0,7
0,DeathDescription.DECKING,67,915.1046276092529,3,1,7,6,3,7
0,DeathDescription.DECKING,67,953.1891345977783,2,1,7,9,3,7
0,DeathDescription.DECKING,67,1018.420934677124,1,0,7,6,3,7
0,DeathDescription.DECKING,67,911.4532470703125,5,1,7,5,2,7
0,DeathDescription.DECKING,67,964.1897678375244,4,0,7,6,2,7
0,DeathDescription.LIFETOTAL,64,886.1968517303467,3,4,8,1,0,7
0,DeathDescription.DECKING,67,982.5265407562256,1,0,7,3,5,7
0,DeathDescription.DECKING,67,924.2472648620605,0,0,7,1,0,7
0,DeathDescription.DECKING,67,762.537956237793,0,0,7,0,0,7
0,DeathDescription.DECKING,67,904.6633243560791,1,0,7,5,2,7
0,DeathDescription.DECKING,67,983.4635257720947,2,0,7,4,2,7
0,DeathDescription.DECKING,67,816.4653778076172,5,2,7,5,1,7
0,DeathDescription.DECKING,67,913.5398864746094,3,3,7,1,0,7
0,DeathDescription.DECKING,67,849.2252826690674,4,1,7,4,4,7
0,DeathDescription.DECKING,67,869.0588474273682,0,0,7,3,2,7
0,DeathDescription.DECKING,67,931.8184852600098,3,1,7,2,1,7
0,DeathDescription.DECKING,67,917.896032333374,2,0,7,2,2,7
0,DeathDescription.DECKING,67,922.52516746521,0,0,7,2,0,7
0,DeathDescription.DECKING,67,966.3131237030029,10,4,7,4,1,7
0,DeathDescription.DECKING,67,988.701343536377,4,0,7,5,2,7
0,DeathDescription.LIFETOTAL,58,733.191728591919,2,1,8,0,0,7
0,DeathDescription.DECKING,67,884.8774433135986,3,2,7,1,0,7
0,DeathDescription.DECKING,67,805.734395980835,2,0,7,3,1,7
0,DeathDescription.DECKING,67,1021.6231346130371,8,5,7,0,0,7
0,DeathDescription.LIFETOTAL,60,821.9785690307617,4,4,8,1,0,7
1,DeathDescription.LIFETOTAL,63,897.7773189544678,3,0,7,9,4,8
0,DeathDescription.DECKING,67,919.4438457489014,1,0,7,4,2,7
0,DeathDescription.DECKING,67,832.3533535003662,1,0,7,0,0,7
