position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
0,264,289,136,189,21.80422207713127,23.246375277638435,108.18660598993301
1,240,306,160,199,340.70283970981836,334.2003325968981,188.64271694421768
2,300,255,100,153,315.8737262189388,289.538069345057,144.89540049433708
3,286,250,114,144,347.9589035511017,320.22623454779387,136.97027450799942
4,302,238,98,125,383.7285450398922,355.88742120563984,123.91324925422668
5,319,228,81,115,390.54816387593746,369.7562507390976,114.41266271471977
6,327,225,73,111,399.803739503026,392.59226851165295,110.94417169690132
7,319,225,81,110,371.80590856075287,364.0874899625778,109.81575009226799
8,303,239,97,124,386.21954241394997,363.79772349074483,115.66501948237419
9,343,213,57,92,410.928346991539,390.90533770620823,104.11000806093216
10,329,213,71,104,385.81271909177303,364.0462439954281,97.98592373728752
11,328,228,72,110,375.9353576004505,353.3913571089506,99.85866418480873
12,318,218,82,104,379.9819362014532,357.080820992589,89.14473170042038
13,337,210,63,93,399.8485779464245,377.5427113622427,81.53456598520279
14,347,200,53,84,344.32898902893066,323.24347948655486,74.35057032108307
15,345,191,55,67,366.2777740210295,347.67275907844305,67.86813613772392
16,352,185,48,64,408.8838854879141,389.84757724404335,61.023202538490295
17,336,205,64,81,414.46533393859863,393.7634524554014,63.64822340011597
18,344,199,56,79,373.23162023723125,352.78938645124435,59.61071985960007
19,361,191,39,69,312.292158767581,292.2997168414295,54.12459208071232
20,358,188,42,69,329.2697310298681,310.5162329040468,50.905533745884895
21,371,172,29,50,263.909293204546,247.04761829972267,44.93708394467831
22,357,181,43,59,330.22404085099697,312.63336657360196,45.27200564742088
23,367,175,33,55,347.8757118880749,330.3973719589412,42.311772510409355
24,357,181,43,51,355.1086854338646,336.463278118521,41.659953355789185
25,377,164,23,37,351.8941073715687,334.60865684598684,36.26905493438244
26,364,172,36,46,339.88127203285694,321.9443125501275,36.29144066572189
27,372,164,28,41,278.9602097570896,261.84273402765393,34.38928137719631
28,369,167,31,48,322.75674933195114,304.622111544013,32.26573358476162
29,375,166,25,40,334.5145001038909,316.8872427381575,31.54810604453087
30,359,179,41,49,351.98809196799994,332.56913210079074,33.335703171789646
31,376,162,24,39,349.9071453511715,331.5961376540363,30.06269769370556
32,381,165,19,40,277.13047621399164,259.80583703890443,29.94863386452198
33,375,162,25,33,374.123891107738,356.2539822626859,29.22674698382616
34,374,168,26,37,393.3988404273987,374.9143679179251,29.532611533999443
35,386,150,14,23,373.9292891770601,358.3246161825955,25.312299765646458
36,359,178,41,48,353.33673962950706,334.98913798108697,30.502482160925865
37,367,174,33,44,343.15853333473206,325.0881180539727,28.16548454016447
38,382,159,18,34,350.37996458262205,334.09621281921864,25.849522583186626
39,386,153,14,24,293.3509660512209,278.00844941847026,24.788723923265934
