position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
36,-408,41,8,11,312.11316181719303,306.7728587910533,14.631189674139023
37,-406,31,6,7,247.43201933801174,243.39340490102768,11.416719764471054
38,-406,31,6,8,234.82252477109432,230.72872272133827,11.470158457756042
39,-408,34,8,10,272.94838435947895,268.46937350928783,11.949829459190369
40,-402,27,2,4,227.75249218940735,224.15801525115967,9.137781620025635
41,-402,27,2,3,214.9919958114624,211.57994125783443,9.057487338781357
42,-404,29,4,4,237.278656989336,233.5871847718954,9.361586272716522
43,-401,27,1,4,208.78737416863441,205.26865431666374,8.908891379833221
44,-408,33,8,9,210.28500536084175,205.80546844750643,10.911453932523727
45,-405,30,5,6,237.5587410479784,233.43786207586527,9.351684808731079
46,-400,37,0,1,351.1956901550293,346.50143551826477,12.172803297638893
47,-404,29,4,7,277.6527433395386,274.03069257736206,9.040792524814606
48,-402,31,2,4,303.15967309474945,299.16707703471184,9.23325078189373
49,-405,34,5,5,297.3636742532253,293.1397824436426,10.565537333488464
50,-405,34,5,9,287.99723775684834,283.75739243626595,10.00915116071701
51,-403,28,3,3,267.7944247722626,264.4936707019806,8.168024241924286
52,-403,32,3,3,296.5246921181679,292.806093133986,9.310871332883835
53,-402,27,2,2,205.08123475313187,201.87685066461563,8.048220872879028
54,-401,26,1,2,242.17735424637794,239.28018681704998,7.793137714266777
55,-401,26,1,1,254.90145564079285,251.71786832809448,7.303770482540131
56,-402,31,2,3,261.8727445602417,258.3133034184575,8.365486919879913
57,-404,33,4,4,371.3431417942047,367.58745431900024,8.846237361431122
58,-401,26,1,2,214.10531497001648,211.06555967777967,6.817506283521652
59,-404,29,4,4,270.8832593411207,267.4676774293184,8.144379317760468
60,-404,29,4,4,205.34883373975754,201.87511042505503,7.921082317829132
61,-403,28,3,4,273.84796142578125,270.44630140811205,7.312600344419479
62,-401,30,1,2,295.7735676765442,292.39541006088257,7.862722605466843
63,-402,27,2,2,301.64508509635925,298.3673918247223,6.743046939373016
64,-406,31,6,7,305.1273381561041,301.68474642932415,7.382313847541809
65,-402,27,2,3,220.17159643769264,217.21327627450228,6.958764776587486
66,-402,27,2,2,263.66861867904663,260.793377161026,6.7422149777412415
67,-404,33,4,6,333.7126944065094,329.93068265914917,8.204520389437675
68,-403,32,3,4,264.7715892791748,261.1671507358551,7.822300672531128
69,-401,27,1,5,294.98503075540066,291.95874160528183,6.4725422859191895
70,-401,26,1,1,232.425225391984,229.51730285584927,6.584273457527161
71,-402,35,2,2,340.05657513439655,336.21628707647324,8.771015956997871
72,-401,26,1,1,250.9771761894226,248.19994900003076,6.318556994199753
73,-402,27,2,2,254.1724443435669,251.4069926738739,6.425277665257454
74,-401,26,1,1,257.13646507263184,254.4529251307249,6.077120393514633
75,-403,28,3,3,319.9023904800415,316.9033313244581,6.053025990724564
76,-401,26,1,1,188.53227543830872,185.79133320227265,6.707193851470947
77,-400,25,0,0,235.15937423706055,232.6156623736024,5.963219732046127
78,-412,38,12,13,374.5676021575928,370.7064943611622,8.798298671841621
79,-400,25,0,2,278.7823414802551,276.35836386680603,5.832511514425278
80,-404,29,4,5,307.36190581321716,304.55267406255007,6.202678605914116
81,-400,29,0,2,279.2935838699341,276.51837372779846,6.545356139540672
82,-404,33,4,5,304.9129822254181,302.0565195083618,7.898071721196175
83,-400,25,0,0,222.5686914473772,220.45819883793592,6.322917938232422
84,-400,29,0,0,316.6997139453888,314.4000222682953,6.86991573870182
85,-400,29,0,0,285.57066506147385,283.09308202564716,6.633621051907539
86,-400,29,0,0,294.64055156707764,292.28415793925524,6.93447944521904
87,-400,25,0,0,250.4301438331604,248.21897418797016,5.783561676740646
88,-400,25,0,0,316.0431842803955,313.8815040588379,5.397618144750595
89,-400,29,0,0,313.2689092159271,311.02545465528965,6.455605313181877
90,-401,30,1,1,382.0427258014679,380.1813320219517,6.984784543514252
91,-402,31,2,2,351.1008667945862,348.9731123149395,7.487543061375618
92,-401,26,1,1,272.1367013454437,270.4617830552161,5.611568912863731
93,-403,33,3,5,360.6205759048462,358.8011799454689,7.320249453186989
94,-400,25,0,0,256.52378821372986,255.3849048614502,6.027511477470398
95,-400,25,0,0,253.2733660787344,251.89230730384588,6.542490363121033
96,-402,27,2,2,228.65245413780212,226.80199314653873,6.139219373464584
97,-400,26,0,1,278.2580862045288,276.6862329803407,5.065903075039387
98,-402,27,2,2,253.52769780158997,251.84718108177185,5.76374463737011
99,-403,32,3,3,385.2657446861267,383.66064524650574,7.421007737517357
