position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
0,-428,57,28,40,,0,0
1,-434,64,34,43,,0,0
2,-458,87,58,68,406.81337267905474,408.4334117025137,53.47770541906357
3,-445,74,45,53,405.55311668664217,406.336858689785,45.81185060739517
4,-435,60,35,40,304.020232103765,304.35457991063595,36.19425117969513
5,-444,71,44,51,364.73056473582983,364.4892369955778,41.199493288993835
6,-448,79,48,56,416.20432897657156,415.39155708253384,44.56874370574951
7,-435,61,35,43,392.4291403442621,391.6201083958149,33.611648857593536
8,-435,60,35,41,324.0861200392246,322.77520079165697,31.881220787763596
9,-416,42,16,19,228.6253907829523,226.89545215666294,22.142516940832138
10,-425,50,25,31,308.61822521686554,306.0303093492985,25.304151743650436
11,-430,57,30,36,369.5236655622721,366.574313133955,28.469394356012344
12,-429,55,29,33,316.43729507923126,313.6615072861314,26.967384457588196
13,-428,54,28,34,354.1580930799246,352.5693277493119,26.072121769189835
14,-437,66,37,42,351.1548118442297,348.04486779123545,32.27493613958359
15,-411,36,11,13,260.79066936671734,259.7740462720394,17.159320771694183
16,-424,54,24,30,355.64743745326996,355.28093960881233,26.211454212665558
17,-403,28,3,5,184.42159920930862,184.64040477573872,13.55571162700653
18,-408,34,8,11,248.3508358001709,248.0912904292345,16.28164029121399
19,-407,36,7,11,229.99737840890884,229.70209760963917,16.794852137565613
20,-406,31,6,11,213.3927774876356,212.72076500952244,14.351376682519913
21,-411,36,11,13,317.3668926805258,318.769523575902,17.208992153406143
22,-411,41,11,17,274.9226477891207,276.18793201446533,18.907049626111984
23,-417,42,17,20,306.3699127882719,307.9406709372997,19.690947026014328
24,-408,33,8,12,248.12746074795723,250.44593723118305,15.343896061182022
25,-403,28,3,6,262.4521483927965,265.4992898404598,12.77783453464508
26,-404,33,4,7,266.9551517367363,269.37293587625027,14.944857001304626
27,-405,31,5,7,253.69427224993706,256.48720484972,13.973758578300476
28,-404,29,4,6,287.55645775794983,293.3697769641876,12.91141226887703
29,-404,30,4,8,250.20340429246426,253.55064950883389,13.303286761045456
30,-406,31,6,9,294.0748641490936,298.3602868914604,13.119977921247482
31,-405,30,5,7,265.34898629784584,269.9308634251356,13.231429994106293
32,-402,31,2,3,315.8804597854614,321.5276231318712,13.344203352928162
