position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
0,-436,65,36,41,,0,0
1,-448,75,48,58,46.346840143203735,45.97805404663086,9.922520279884338
2,-442,79,42,54,381.81644900143147,379.97113674879074,51.02461248636246
3,-451,80,51,64,418.4884240105748,417.1659002006054,48.73543804883957
4,-460,94,60,74,480.42506735026836,478.4616052657366,55.59726691246033
5,-436,66,36,44,351.09371633827686,349.9956596195698,37.958809554576874
6,-450,84,50,59,390.7551351636648,390.8448590487242,48.145401537418365
7,-474,99,74,84,508.2852460592985,508.91804008185863,54.095410108566284
8,-436,61,36,43,321.1410472840071,322.22259774804115,32.3843791782856
9,-444,70,44,49,306.1746963560581,309.5661047399044,36.247983515262604
10,-443,68,43,47,346.69469328969717,350.15178610384464,35.018941313028336
11,-446,78,46,55,425.5580351650715,430.33086778223515,39.78618052601814
12,-476,106,76,83,526.017797075212,531.6953765302896,53.439220279455185
13,-476,107,76,87,572.7341809049249,578.2788199186325,52.52018702030182
14,-442,67,42,48,286.6921628341079,289.51183247566223,30.705706536769867
15,-479,108,79,89,531.3622820526361,535.7701929360628,50.789575695991516
16,-416,46,16,23,198.09386678040028,199.48054809868336,20.606212735176086
17,-454,81,54,62,436.5028870552778,436.8259039372206,35.494578540325165
18,-409,34,9,13,159.78099292516708,159.38590994477272,14.86162593960762
19,-406,36,6,10,213.2727470844984,212.6901262253523,16.301538169384003
20,-433,61,33,39,362.66309498250484,360.9887935221195,26.55695405602455
21,-407,32,7,11,206.72063428163528,205.61859863996506,13.523270785808563
22,-407,34,7,10,185.36781571805477,183.882927313447,14.18575656414032
23,-411,40,11,13,227.73631942272186,225.36862909793854,17.29120108485222
24,-406,31,6,9,175.7505113631487,173.91950035095215,13.15425130724907
25,-405,30,5,7,181.979868799448,179.96441234648228,12.651361107826233
26,-411,36,11,14,186.9250797778368,184.1228907108307,14.170846343040466
27,-405,30,5,5,147.9059322476387,145.46732579171658,12.036698639392853
28,-404,29,4,4,169.79875262081623,167.11583651602268,11.283028274774551
29,-412,42,12,17,291.66585034132004,287.61058013141155,15.980413526296616
