position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
54,-411,145,11,13,362.35546875,361.82640655338764,17.844814870506525
55,-410,145,10,16,337.33984375,336.81994365155697,18.49858406931162
56,-410,144,10,15,368.359375,367.85651537030935,17.590455770492554
57,-419,159,19,30,326.05078125,325.48889516294,19.594502799212933
58,-407,144,7,15,351.82421875,351.3158243969083,16.305843204259872
59,-407,143,7,12,348.40234375,347.9219127185643,17.10883402824402
60,-414,153,14,24,358.015625,357.5757266022265,16.685390938073397
61,-410,144,10,11,319.73828125,319.3051774390042,15.505929701030254
62,-406,140,6,10,318.66015625,318.24009470269084,14.37068134918809
63,-407,141,7,12,365.49609375,365.08182801678777,14.451153360307217
64,-406,141,6,7,318.16015625,317.78253120929,13.980803847312927
65,-412,146,12,18,371.7421875,371.3476061113179,14.185738734900951
66,-409,143,9,12,314.83984375,314.4972765929997,14.087358921766281
67,-409,146,9,17,386.59375,386.246987208724,13.661724664270878
68,-411,145,11,12,373.55859375,373.2109240591526,13.222096875309944
69,-404,138,4,10,397.765625,397.4208777435124,12.345916204154491
70,-411,145,11,15,317.0703125,316.717606049031,12.481591310352087
71,-411,145,11,13,344.578125,344.2644956484437,12.020296106114984
72,-407,141,7,13,388.16015625,387.8342181779444,11.475786035880446
73,-408,142,8,10,362.78515625,362.4749130383134,11.497992742806673
74,-408,143,8,11,356.3984375,356.14678414165974,11.302420089021325
75,-408,142,8,11,318.41015625,318.1775460727513,10.601169670000672
76,-408,144,8,11,365.453125,365.22348848730326,10.286088498309255
77,-406,140,6,8,386.5390625,386.34146162495017,10.083814507350326
78,-403,137,3,4,326.7071039788425,326.5684052351862,9.477549904957414
79,-405,141,5,9,336.4414710588753,336.3026621043682,9.523293133825064
80,-409,143,9,11,392.46099976822734,392.31348405219615,9.324190491810441
81,-401,135,1,2,366.93751821666956,366.80574971437454,8.685075554996729
82,-403,137,3,10,385.1523783169687,385.0362909231335,8.493262292817235
83,-405,139,5,5,375.5937592089176,375.48940149508417,7.871691079810262
84,-407,142,7,8,400.7460978254676,400.64213843271136,8.018469328060746
85,-408,142,8,10,403.90234680101275,403.79802031069994,8.015896931290627
86,-404,138,4,9,362.67969738692045,362.5844256859273,7.364558657631278
87,-403,137,3,6,347.1289096288383,347.0268807578832,6.98728128708899
88,-406,140,6,11,397.027354395017,396.93926024157554,6.7031443966552615
89,-404,138,4,8,396.6289091408253,396.55449936538935,6.671440706588328
90,-403,137,3,8,315.55078365281224,315.4584209881723,6.560780815780163
91,-404,140,4,8,337.1328134648502,337.04449119232595,6.056625009514391
92,-405,139,5,6,427.62890969216824,427.5463652461767,6.220302673988044
93,-405,139,5,7,386.75000028684735,386.68954032287,6.157948884181678
94,-401,135,1,3,370.7656260561198,370.7057538572699,5.549938230775297
95,-405,139,5,7,380.1835950575769,380.1104114484042,5.469947972334921
96,-402,136,2,3,395.585938770324,395.519861693494,5.200436699204147
97,-403,137,3,4,423.67578125,423.6037494651973,5.265446326695383
98,-402,136,2,4,432.8828125074506,432.82466743001714,5.358868314884603
99,-403,138,3,5,407.8437500819564,407.786313701421,4.7215639390051365
