position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
46,382,154,18,23,340.29296875,nan,23.035743437707424
47,377,159,23,26,447.04296875,nan,23.66968558728695
48,381,155,19,23,331.12890625,nan,22.01707061380148
49,391,147,9,18,363.703125,nan,20.365824036300182
50,381,156,19,25,358.37890625,nan,21.528788223862648
51,383,154,17,24,376.69921875,nan,20.651643060147762
52,384,152,16,20,376.3750445842743,nan,20.663354568183422
53,390,148,10,16,363.6172007396817,nan,20.244451753795147
54,390,146,10,12,334.7500044256449,nan,18.645776964724064
55,389,147,11,18,359.5,nan,19.018778458237648
56,384,152,16,19,269.69921875,nan,20.102330960333347
57,389,148,11,22,280.9570314362645,nan,17.767595998942852
58,390,148,10,15,336.6914062947035,nan,17.28329711407423
59,386,152,14,23,411.34765625,nan,16.665736623108387
60,392,147,8,14,341.8515625,nan,16.688445292413235
61,389,147,11,14,288.984375,nan,16.306114092469215
62,387,150,13,18,407.1648564338684,nan,16.532846689224243
63,394,142,6,10,350.2890625,nan,14.506875816732645
64,391,146,9,12,337.8359375,nan,14.62941700220108
65,390,147,10,14,381.5,nan,14.301806062459946
66,381,157,19,28,353.7734375,nan,15.582375969737768
67,388,149,12,16,290.7265625,nan,13.77028101310134
68,392,146,8,13,411.765625,nan,13.181926045566797
69,394,142,6,11,401.734375,nan,12.058351434767246
70,394,143,6,11,376.22265625,nan,12.347416903823614
71,393,143,7,11,360.48828125,nan,11.859127812087536
72,391,145,9,13,391.7734375,nan,11.99768901616335
73,396,140,4,7,365.828125,nan,10.894017659127712
74,393,143,7,13,310.109375,nan,11.139815108850598
75,393,145,7,12,318.9765625,nan,11.012065641582012
76,393,143,7,8,377.8828125,nan,10.597985569387674
77,393,145,7,10,309.20703125,nan,10.48352287709713
78,392,145,8,12,374.3828125,nan,9.752205107361078
79,391,146,9,10,418.03515625,nan,10.074848018586636
80,395,141,5,7,436.48046875,nan,10.0202670507133
81,394,142,6,8,323.49609375,nan,9.155316658318043
82,390,148,10,12,336.36328125,nan,9.56987414881587
83,394,142,6,8,429.1640625,nan,8.400336118414998
84,393,144,7,10,363.6484375,nan,8.587722602300346
85,398,139,2,6,432.0546875,nan,8.1218450833112
86,397,139,3,4,378.6484375,nan,7.669918303377926
87,396,144,4,10,438.29296875,nan,7.733586606569588
88,396,140,4,7,337.703125,nan,7.53166142012924
89,392,145,8,11,384.66796875,nan,7.166394887492061
90,398,138,2,5,381.078125,nan,6.77042106166482
91,395,141,5,5,371.87890625,nan,6.571920205838978
92,398,138,2,5,321.5,nan,6.448104390874505
93,394,142,6,7,368.2265625,nan,6.299751956947148
94,396,140,4,6,352.30859375,nan,5.738967318087816
95,393,143,7,10,367.96875,nan,5.532651372253895
96,398,138,2,6,383.34375,nan,5.331337963230908
97,397,140,3,6,404.96875,nan,5.414302370510995
98,394,142,6,6,411.42578125,nan,5.099727937020361
99,393,143,7,8,373.73046875,nan,5.316742780152708
