position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
66,-409,144,9,14,421.93359375,420.45749907568097,14.09217917919159
67,-416,150,16,17,378.35546875,376.80366291850805,14.373264025896788
68,-405,139,5,7,405.3046875,403.96335434541106,13.055357232689857
69,-407,142,7,13,338.95703125,337.860782507807,12.137914326041937
70,-413,148,13,17,373.4765625,372.24810495972633,12.726751830428839
71,-406,140,6,7,413.390625,412.27033450454473,12.021023340523243
72,-405,140,5,9,310.11328125,309.0392806492746,11.87974276393652
73,-405,139,5,8,316.03125,314.9891078583896,11.212465390563011
74,-408,142,8,11,359.7109375,358.7378542199731,11.076308753341436
75,-404,138,4,8,353.0234375,351.99527294933796,10.560863580554724
76,-405,139,5,9,409.0234375,408.06606424599886,10.031687393784523
77,-405,139,5,6,343.14453125,342.2613212764263,10.076820775866508
78,-403,137,3,6,352.0,351.21885638311505,9.252710856497288
79,-406,140,6,6,342.58984375,341.78813683986664,9.918606236577034
80,-406,140,6,8,401.76171875,401.01945189759135,9.050940975546837
81,-409,143,9,9,364.45703125,363.70427314937115,8.87232568860054
82,-407,142,7,10,367.28125,366.5214743837714,8.519944865256548
83,-405,139,5,7,438.4609375,437.7710455954075,8.377835396677256
84,-403,137,3,4,347.94921875,347.2168616820127,7.7866239892318845
85,-407,142,7,10,394.62109375,393.99758334085345,8.039311978965998
86,-405,140,5,10,431.6953125,431.186174036935,7.1172230476513505
87,-406,140,6,9,384.61328125,384.2187726031989,6.564723631367087
88,-401,135,1,4,349.71875,349.4060199558735,6.469583405181766
89,-402,136,2,4,415.50390625,415.0915051661432,6.493240372277796
90,-404,138,4,8,390.359375,390.0481822527945,6.043641798198223
91,-404,138,4,5,374.8125,374.4879095815122,6.151335185393691
92,-403,137,3,3,420.9765625,420.7723195385188,5.622398303821683
93,-402,136,2,3,405.6640625,405.40790163353086,5.837895083241165
94,-406,140,6,6,405.65625,405.51702540554106,5.439700009301305
95,-402,136,2,3,367.81640625,367.67813848145306,5.16026646271348
96,-401,135,1,2,342.56640625,342.51781359128654,4.809306845534593
97,-405,139,5,6,454.84375,454.83169484324753,4.914259909186512
98,-403,138,3,6,464.02734375,464.0644334424287,4.796939712483436
99,-405,139,5,8,398.33984375,398.3772421590984,4.5080790729261935
