position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
52,-409,143,9,14,357.5078125,356.5821092426777,19.993371203541756
53,-418,153,18,26,355.2578125,354.33437456935644,20.721292331814766
54,-415,149,15,18,326.55078125,325.58521435409784,20.710134722292423
55,-413,147,13,15,335.7734375,334.7464636042714,19.69177797436714
56,-412,147,12,18,262.97265625,262.15739723294973,18.997220553457737
57,-410,145,10,14,312.4375,311.647768124938,18.56501281261444
58,-409,143,9,11,308.48828125,307.8683489114046,17.46500915288925
59,-410,146,10,15,374.6484375,374.05935898423195,17.221784710884094
60,-412,146,12,14,292.5859375,292.0066249370575,17.16997568309307
61,-414,148,14,16,335.890625,335.3386985473335,16.4504368416965
62,-414,151,14,20,370.04296875,369.5028050504625,16.844192780554295
63,-409,144,9,13,440.98046875,440.47543412819505,15.069581389427185
64,-404,141,4,11,359.58984375,359.15464640036225,14.471290349960327
65,-409,143,9,11,356.62109375,356.23438251018524,15.081556905061007
66,-406,144,6,15,327.78125,327.47199165821075,14.298028457909822
67,-408,143,8,10,374.15234375,373.8247740752995,14.571210086345673
68,-406,140,6,7,373.58203125,373.21372555941343,13.584287118166685
69,-410,145,10,18,330.00390625,329.6743783727288,13.520667728036642
70,-407,143,7,11,416.93359375,416.65074198693037,12.460567906498909
71,-407,142,7,11,357.4296875,357.17064110189676,12.462684728205204
72,-404,138,4,10,378.5390625,378.2154816240072,12.167333412915468
73,-411,145,11,12,403.765625,403.5131968781352,12.142358630895615
74,-407,142,7,10,343.9765625,343.7794994302094,11.43027275428176
75,-403,137,3,7,390.1328125,389.9524152055383,10.744740769267082
76,-406,141,6,8,327.48046875,327.3040386363864,10.547272801399231
77,-405,139,5,8,330.41796875,330.24542555585504,10.894396521151066
78,-406,140,6,7,361.73828125,361.584355853498,10.181298358365893
79,-407,141,7,8,433.34375,433.1709458120167,10.049515925347805
80,-403,137,3,5,295.05078125,294.9540508557111,9.021647376939654
81,-403,139,3,9,364.09765625,363.94140004739165,8.853970943018794
82,-402,136,2,2,345.07421875,344.99991916306317,8.882472449913621
83,-404,138,4,10,378.85546875,378.7551394291222,8.291041504591703
84,-405,139,5,8,410.12109375,410.06372233107686,8.253540707752109
85,-407,141,7,8,347.62109375,347.55261752940714,7.800012331455946
86,-410,145,10,11,422.4375,422.42189294472337,7.797511490993202
87,-404,138,4,4,415.73828125,415.6680805981159,7.346986947581172
88,-404,138,4,7,356.30859375,356.2869259659201,7.1601614486426115
89,-405,139,5,7,362.45703125,362.4365708269179,6.997599458321929
90,-404,138,4,4,362.2578125,362.2409338299185,6.489875715225935
91,-405,139,5,8,461.94921875,461.93947026878595,6.324585092253983
92,-403,138,3,4,371.0078125,371.0094452109188,5.783637528307736
93,-404,139,4,7,383.6796875,383.6560676731169,6.444896936416626
94,-406,140,6,7,364.66015625,364.6555605828762,6.028289251029491
95,-405,140,5,7,454.875,454.8761175116524,5.931310712359846
96,-406,140,6,7,454.8984375,454.9341367650777,5.990826836787164
97,-402,137,2,4,329.89453125,329.9003109559417,5.59164135530591
98,-407,141,7,9,364.5078125,364.50940533541143,5.615304828621447
99,-402,137,2,3,370.25,370.2489530798048,5.160700663924217
