position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
46,-405,34,5,5,359.9453125,360.9560158327222,10.996217295527458
47,-403,32,3,3,368.9140625,369.75059962272644,9.498287871479988
48,-400,25,0,0,255.6640625,256.47664771974087,7.545397445559502
49,-402,35,2,3,431.5703125,432.9438048824668,10.605037674307823
50,-405,30,5,6,346.625,347.59200859069824,8.816028892993927
51,-405,34,5,5,403.28515625,404.31843484193087,9.999084413051605
52,-404,29,4,6,340.30078125,340.94986632466316,8.40253460407257
53,-401,30,1,3,331.15625,331.7977758497,8.816755071282387
54,-401,26,1,3,286.796875,287.70333433151245,7.2878757417202
55,-400,25,0,1,299.2421875,299.7878307104111,7.1420672088861465
56,-402,27,2,3,339.95703125,340.6027352809906,7.3685049414634705
57,-404,33,4,5,346.703125,347.38554334640503,9.212797045707703
58,-403,28,3,3,383.796875,384.19422844052315,7.6692627519369125
59,-402,27,2,2,339.94921875,340.6323021352291,7.772006779909134
60,-400,29,0,0,343.19921875,343.3859176635742,7.900582134723663
61,-402,35,2,3,346.87890625,347.153375223279,9.229707390069962
62,-403,28,3,4,318.19140625,318.3518831729889,7.318475604057312
63,-404,33,4,5,424.75,424.98368644714355,8.78248630464077
64,-400,25,0,0,280.30859375,280.34121966362,6.620939135551453
65,-405,30,5,5,343.1875,343.4629864692688,7.883598163723946
66,-401,26,1,3,324.00390625,324.4633483886719,6.883899316191673
67,-401,26,1,3,355.19140625,355.72858333587646,6.774267733097076
68,-401,26,1,2,324.11328125,324.1085147857666,6.724068224430084
69,-400,25,0,0,320.71484375,321.21826910972595,6.320055052638054
70,-401,26,1,3,336.47265625,336.60962176322937,6.379797384142876
71,-400,25,0,0,329.90234375,330.2011992931366,6.2031048983335495
72,-400,29,0,0,386.546875,386.8296151161194,7.367233365774155
73,-402,27,2,2,258.4453125,258.2500388920307,6.715477287769318
74,-401,26,1,2,330.046875,330.1060965694487,6.152959540486336
75,-400,25,0,2,380.0,380.0191969871521,6.447800621390343
76,-403,36,3,4,452.703125,452.82731759920716,8.8942731320858
77,-401,26,1,1,295.640625,295.6175351962447,6.10452900826931
78,-401,26,1,1,301.98828125,302.11837220191956,6.565330371260643
79,-400,25,0,0,317.4296875,317.5603356361389,6.015273615717888
80,-401,26,1,1,339.21484375,339.28080558776855,5.881700873374939
81,-402,27,2,2,345.65234375,345.71504174917936,6.191400691866875
82,-401,26,1,1,398.62109375,398.5761468410492,5.637050434947014
83,-400,25,0,2,236.34765625,236.19834423065186,5.76645790040493
84,-400,29,0,0,305.1171875,305.4369453191757,6.936750516295433
85,-401,26,1,1,289.35546875,289.4633147343993,6.083330325782299
86,-401,26,1,1,357.8828125,358.15540170669556,5.948987007141113
87,-400,25,0,1,276.7734375,276.8726440370083,5.4276246428489685
88,-400,29,0,1,373.7734375,374.25570130348206,6.318138763308525
89,-402,31,2,2,361.4453125,361.5190135911107,6.39526954293251
90,-401,26,1,1,270.37109375,270.76205801963806,5.282727137207985
91,-401,26,1,2,364.09765625,364.58858346939087,5.5574736297130585
92,-400,25,0,0,326.5234375,326.8706715106964,5.556148201227188
93,-402,31,2,2,411.16015625,411.7025442123413,6.0676789581775665
94,-400,29,0,0,342.390625,342.96937561035156,6.150281347334385
95,-403,36,3,3,427.30078125,428.17365288734436,7.582927353680134
96,-403,28,3,3,342.3515625,342.91023445129395,5.840161710977554
97,-401,26,1,2,329.70703125,330.4456248283386,5.601919069886208
98,-402,31,2,2,370.5,371.51037645339966,6.159826688468456
99,-400,26,0,3,341.99609375,343.1902766227722,5.2231405377388
