position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
0,-436,65,36,49,,0,0
1,-434,61,34,45,,0,0
2,-476,108,76,91,517.1953924074769,519.114244773984,68.57703787088394
3,-422,47,22,31,240.66486711800098,241.9581227004528,27.452565550804138
4,-430,60,30,43,289.96733136475086,291.4004085659981,35.56035619974136
5,-447,73,47,56,397.8894603252411,400.8357181549072,41.18020808696747
6,-424,49,24,32,281.47709223628044,284.3450108617544,27.13738578557968
7,-439,65,39,45,361.7445624470711,365.51515290141106,35.7245209813118
8,-415,49,15,25,284.54603453725576,287.1311192959547,26.245260298252106
9,-446,72,46,59,375.6931670829654,378.4078838378191,37.767983853816986
10,-453,80,53,65,496.6028280556202,498.08954897522926,41.549576967954636
11,-447,73,47,56,409.21953578293324,409.2829551100731,36.9916256070137
12,-434,61,34,45,367.63535767793655,366.4690578877926,30.554074436426163
13,-414,40,14,20,279.7592067569494,278.36099076271057,20.289132356643677
14,-416,42,16,19,289.4689643532038,288.19656290113926,21.111705005168915
15,-436,61,36,46,380.99256502091885,379.45321729779243,30.560631215572357
16,-422,47,22,24,297.0675737708807,296.61261758208275,23.231455773115158
17,-407,36,7,9,191.69700552523136,191.444937646389,17.3582281768322
18,-411,36,11,17,260.6771538108587,260.4395589083433,17.521671622991562
19,-403,33,3,7,225.68420699238777,225.63510020077229,16.055943965911865
20,-432,57,32,37,412.310382604599,412.2195011526346,26.58152738213539
21,-407,36,7,11,289.1714218854904,289.00948609411716,17.030448466539383
22,-406,35,6,8,267.25713086128235,266.8254820406437,16.122287064790726
23,-409,42,9,12,387.71785485744476,386.8441555649042,19.45602720975876
24,-405,30,5,7,225.6095358580351,224.91094096004963,13.295559614896774
25,-407,36,7,10,245.85914999246597,244.95524264872074,16.272139132022858
26,-403,28,3,5,209.5148614794016,208.884876832366,12.334807187318802
27,-402,31,2,2,241.47669191658497,240.65871985256672,13.698267430067062
28,-404,29,4,7,259.47612504661083,258.80746994912624,12.558089077472687
29,-475,100,75,86,706.2576906383038,704.5608909875154,43.48105251789093
30,-404,33,4,7,244.62813286483288,244.21385541558266,13.792221009731293
31,-407,32,7,10,216.10518546402454,215.74583303928375,13.101437419652939
32,-407,32,7,8,247.3446353673935,246.89946533739567,13.140718787908554
33,-406,31,6,7,240.87274004518986,240.50036203861237,13.370368123054504
34,-402,27,2,2,211.64649806916714,211.5064071714878,10.815792351961136
35,-408,33,8,11,244.08160661160946,243.71294873952866,13.686917811632156
36,-406,32,6,10,221.90106457471848,221.68965157866478,13.208618700504303
37,-402,35,2,4,303.7495424747467,303.49780966341496,14.056477725505829
38,-407,32,7,8,228.12939739227295,227.94095470011234,12.902537316083908
39,-403,34,3,6,300.3651321530342,300.21502536535263,13.288154512643814
40,-406,35,6,8,269.386232316494,269.148259177804,13.947480976581573
41,-404,29,4,5,246.20198683440685,245.9514735788107,11.309136152267456
42,-403,28,3,3,283.32719326019287,283.07725715637207,10.990253657102585
43,-406,35,6,6,306.5860488265753,306.1655456274748,13.282369911670685
44,-405,30,5,9,258.74142119288445,258.3889807164669,11.592005789279938
45,-404,29,4,4,221.10388650000095,220.7550074607134,11.096174031496048
46,-402,31,2,3,293.32240638136864,292.9905230253935,11.912515312433243
47,-404,30,4,5,289.982037037611,289.68705363571644,11.478065878152847
48,-404,29,4,5,277.0530848056078,276.84579725563526,10.711203813552856
49,-403,28,3,3,242.67972220480442,242.4159725755453,10.565589636564255
50,-403,36,3,5,325.2068467140198,324.8435830026865,13.125776022672653
51,-400,25,0,1,226.32180081307888,226.06586138904095,9.241257339715958
52,-401,30,1,1,224.23819634318352,223.95062397420406,10.319796621799469
53,-400,25,0,0,291.775643825531,291.4986958503723,8.992183238267899
54,-402,31,2,2,239.88526777923107,239.56011977791786,11.01813642680645
55,-402,27,2,3,195.1895521134138,194.933246165514,9.520520597696304
56,-401,26,1,2,213.7498860359192,213.47933484613895,9.303365305066109
57,-402,27,2,2,288.78622484207153,288.55678275227547,9.597167074680328
58,-403,32,3,3,299.19946441054344,298.89267437160015,10.859795302152634
59,-400,29,0,0,273.48172847926617,273.2361337542534,10.055712521076202
60,-402,27,2,3,207.63648200035095,207.3852297514677,9.601392686367035
61,-402,27,2,3,276.21411895751953,275.98893371224403,9.020283281803131
62,-405,35,5,7,327.2562141418457,326.9579184651375,11.451482087373734
63,-400,25,0,2,238.30664959549904,238.12103222310543,7.83715794980526
64,-403,40,3,3,368.805343747139,368.47374077141285,13.805138677358627
65,-401,26,1,1,266.40130853652954,266.21689200401306,8.206077098846436
66,-401,27,1,2,257.1088638305664,256.8866477012634,8.478030785918236
67,-401,26,1,1,253.82638955116272,253.609573289752,7.687802836298943
68,-400,25,0,0,197.445481300354,197.25180530548096,8.02968879044056
69,-404,33,4,6,330.1421598941088,329.8838001489639,10.194197744131088
70,-402,31,2,3,273.4821083545685,273.2593023777008,9.9212144613266
71,-402,27,2,2,250.7620632648468,250.56749141216278,8.175145626068115
72,-400,25,0,0,281.79499554634094,281.62537932395935,7.798224776983261
73,-404,29,4,4,310.41025280952454,310.2262217849493,9.053214699029922
74,-403,28,3,4,297.53583267331123,297.3586457967758,8.531559228897095
75,-400,37,0,0,383.273553609848,383.0490735769272,11.222128331661224
76,-401,26,1,2,262.9580149054527,262.8043110072613,7.809574067592621
77,-400,25,0,0,275.08476638793945,274.9598114490509,7.276362359523773
78,-402,27,2,2,291.0472059249878,290.8480990231037,7.852921083569527
79,-401,27,1,4,281.8188490867615,281.6713318824768,7.692811623215675
80,-401,26,1,1,259.81731367111206,259.6340985298157,7.495398640632629
81,-402,31,2,2,356.9652934074402,356.76017022132874,8.864485189318657
82,-402,27,2,2,247.3793008327484,247.21685361862183,8.001687541604042
83,-400,25,0,1,256.35288996994495,256.2054341286421,7.813885316252708
84,-400,30,0,2,291.46661162376404,291.28878116607666,8.865517482161522
85,-401,30,1,2,335.0547137260437,334.86173033714294,8.418507009744644
86,-400,25,0,1,259.44147205352783,259.2849118709564,7.17885123193264
87,-401,26,1,1,272.08504343032837,271.93944595754147,7.196206241846085
88,-400,29,0,0,259.9601436406374,259.8056923151016,8.251784667372704
89,-402,31,2,3,347.359459400177,347.2040295600891,8.352579817175865
90,-400,25,0,0,249.92584323883057,249.82815915346146,6.810082450509071
91,-401,26,1,2,246.96495699882507,246.82769505679607,7.2006101459264755
92,-401,26,1,1,265.6002223789692,265.4782427698374,6.884084582328796
93,-400,29,0,0,278.533949136734,278.4130504131317,7.951269641518593
94,-400,25,0,1,262.48829221725464,262.38071370124817,6.135991737246513
95,-400,25,0,0,259.2299633026123,259.1072288453579,6.609658017754555
96,-400,29,0,0,306.4922094345093,306.36574482917786,7.974536746740341
97,-400,25,0,0,296.5972113609314,296.46986174583435,6.605253726243973
