position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
44,-421,155,21,31,292.25,290.188791885972,23.935742363333702
45,-413,153,13,29,310.75,308.9560669437051,23.586385369300842
46,-421,155,21,25,294.8671875,291.12202552706003,24.98801151663065
47,-415,149,15,21,340.72265625,331.82089273259044,24.7651854082942
48,-422,158,22,28,310.67592579871416,299.4336535744369,24.237639598548412
49,-419,156,19,28,331.73437505960464,321.75378346443176,22.13456781208515
50,-428,162,28,33,404.484375,394.41177424788475,23.634191282093525
51,-416,151,16,24,309.30859375,300.27124840021133,21.011745281517506
52,-415,149,15,18,277.71484375,270.3087179809809,21.389121264219284
53,-411,145,11,17,342.56640625,340.40355613827705,20.601044468581676
54,-415,149,15,21,342.5078125,360.4999304562807,20.73862036317587
55,-412,146,12,14,313.953125,407.35774317383766,19.907005317509174
56,-415,150,15,19,332.8984375,486.3091672062874,19.187941543757915
57,-413,152,13,22,401.046875,nan,19.186703696846962
58,-409,143,9,13,274.91796875,nan,17.623231425881386
59,-413,147,13,17,268.36328125,nan,17.68664849549532
60,-412,147,12,16,342.953125,nan,17.737894032150507
61,-406,140,6,9,332.515625,nan,16.203750021755695
62,-410,145,10,15,348.0078125,nan,16.39513834565878
63,-410,144,10,17,347.7734375,nan,15.651777148246765
64,-412,146,12,15,341.17578125,nan,15.346437238156796
65,-408,142,8,10,334.23046875,nan,14.325180169194937
66,-409,143,9,12,358.90625,nan,14.749419678002596
67,-405,141,5,11,314.87890625,nan,14.016672741621733
68,-407,141,7,9,398.56640625,nan,13.634739510715008
69,-413,147,13,17,383.30078125,nan,13.372424505650997
70,-406,142,6,13,367.21875,nan,13.41862203553319
71,-410,146,10,15,357.8203125,nan,13.104224249720573
72,-404,140,4,9,344.3046875,nan,11.886209424585104
73,-404,139,4,5,350.43359375,nan,11.477696757763624
74,-407,141,7,9,340.8515625,nan,11.009764578193426
75,-404,139,4,9,387.28125,nan,11.108795080333948
76,-403,140,3,11,393.51171875,nan,11.116612952202559
77,-408,144,8,10,390.25,nan,11.182363227009773
78,-405,139,5,5,330.28515625,nan,10.1767663564533
79,-408,142,8,10,367.68359375,nan,10.082809671759605
80,-403,137,3,5,345.46875,nan,9.402625780552626
81,-404,139,4,8,376.59765625,nan,9.13287521712482
82,-404,138,4,5,376.41796875,nan,8.705314906314015
83,-405,140,5,9,357.55078125,nan,8.805450377985835
84,-404,138,4,6,403.390625,nan,7.78708609379828
85,-406,140,6,10,350.65625,nan,8.423250704072416
86,-408,143,8,11,360.08984375,nan,8.203797658905387
87,-403,137,3,4,344.0625,nan,7.821623148396611
88,-408,143,8,9,350.71875,nan,7.923359816893935
89,-400,134,0,1,309.4765625,nan,7.159509865567088
90,-406,140,6,8,321.6640625,nan,7.210580503568053
91,-402,136,2,3,374.6328125,nan,6.664779185317457
92,-401,135,1,1,337.1953125,nan,6.275948688387871
93,-403,137,3,6,340.09375,nan,6.255564862862229
94,-405,140,5,9,324.234375,nan,5.896835572086275
95,-404,138,4,5,330.1796875,nan,5.872673480771482
96,-401,135,1,2,339.46484375,nan,5.297276381403208
97,-402,136,2,4,377.265625,nan,5.972191635519266
98,-401,135,1,2,367.12890625,nan,5.253834334202111
99,-401,136,1,3,376.7890625,nan,5.20323052816093
