main_setup,deck_name,with_backup_state,pass_on_rejection,number_of_episodes,execution_date,execution_start
Setup.RULESBASED_SPEED_EXP,DeckName.COLORLESS_40,True,False,100,2026-07-27,09:31:43.141975
