main_setup,deck_name,with_backup_state,pass_on_rejection,number_of_episodes,execution_date,execution_start
Setup.RULESBASED_SPEED_EXP,DeckName.RED_GREEN_40,False,False,100,2026-07-27,09:34:22.798468
