position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
31,382,164,18,45,392.27736965566874,392.34301798790693,30.744137719273567
32,373,163,27,38,351.23237735778093,351.2804375439882,29.695761136710644
33,380,158,20,28,288.4327484294772,288.42986803501844,28.716050401329994
34,373,168,27,43,379.1569221019745,379.34396766126156,29.086057744920254
35,369,167,31,41,338.43410217761993,338.49330508708954,28.87270025163889
36,376,160,24,31,396.4603331834078,396.632233068347,27.265140116214752
37,375,162,25,28,318.24330569058657,318.37356796115637,26.694703713059425
38,377,159,23,27,364.6076537966728,364.83678748458624,25.52819287031889
39,383,155,17,31,338.90495654195547,339.104926623404,24.819904275238514
40,387,161,13,35,345.7495853602886,346.0416288077831,25.973370097577572
41,381,156,19,28,298.01466505229473,298.330796405673,24.18354071676731
42,381,155,19,24,344.22967360913754,344.5092300847173,23.888787381350994
43,382,156,18,26,353.43276622891426,353.78344578295946,23.012602366507053
44,377,159,23,28,294.56825790554285,294.8130331411958,23.431906536221504
45,383,153,17,24,275.35964534431696,275.6454930603504,22.334033273160458
46,386,151,14,16,321.3666314780712,321.7809627354145,22.073339350521564
47,380,156,20,27,330.76882856339216,331.1982782781124,22.21910060942173
48,389,150,11,18,330.23286382108927,330.6719556450844,21.015985794365406
49,389,147,11,16,314.21576853841543,314.4961446970701,20.64233636111021
50,386,150,14,21,307.64686481654644,308.1474837064743,20.21148107945919
51,385,153,15,24,335.6367926672101,336.4259022474289,20.50378169119358
52,385,154,15,19,317.30258449167013,317.8363744392991,20.525525368750095
53,383,153,17,23,379.0136923119426,379.9545132368803,20.532966308295727
54,390,146,10,13,265.92884227633476,266.48072224855423,19.15227411687374
55,379,157,21,24,354.2945871949196,355.2129091694951,19.309946209192276
56,392,145,8,15,277.4834817573428,278.1919547095895,17.150461699813604
57,393,143,7,9,320.64186604321003,321.5660701543093,16.613055497407913
58,386,151,14,17,327.0575770661235,328.1567040346563,17.11883307248354
59,395,144,5,12,348.0714953020215,348.97448345273733,16.534281261265278
60,384,154,16,23,355.0537421628833,356.0936341956258,16.835192818194628
61,396,141,4,11,334.3799846023321,335.3859217315912,15.458442986011505
62,386,150,14,19,375.2992754280567,376.48143519461155,15.7600880227983
63,389,147,11,13,405.19519816711545,406.7885684482753,14.598961852490902
64,390,147,10,12,392.1455756574869,393.96083821728826,14.120103310793638
65,389,147,11,13,364.4991508536041,366.20635334029794,14.315840020775795
66,395,142,5,10,267.79909766465425,268.70969662070274,13.62809170410037
67,394,142,6,9,340.956834256649,342.70222898200154,12.264109555631876
68,389,148,11,15,350.7405555471778,352.49642787128687,12.92592904344201
69,392,144,8,11,309.6805055141449,311.30688866972923,12.209187228232622
70,392,144,8,15,358.9181392863393,360.83081075176597,11.726617898792028
71,391,146,9,10,352.2852208763361,354.57011188566685,11.188522901386023
72,393,145,7,12,373.7305615991354,376.0665364190936,10.771696664392948
73,396,140,4,6,323.64866350218654,325.6377413086593,10.791766867041588
74,394,142,6,8,357.4814658649266,359.6585244163871,10.071309894323349
75,395,141,5,9,326.4059274867177,328.41639371961355,9.725790239870548
76,393,144,7,9,350.9832559302449,353.3219365347177,9.540923338383436
77,395,141,5,7,424.3887596204877,427.7354293577373,9.367345487698913
78,395,142,5,7,359.6560885347426,361.98368363268673,8.925768841058016
79,398,138,2,3,309.33478382974863,311.2132464963943,8.38175506144762
80,393,144,7,10,352.576045460999,355.38504010625184,8.29409196600318
81,395,143,5,10,398.21670939028263,401.8312751315534,8.091764237731695
82,396,140,4,5,309.3197462707758,311.29554941505194,7.6110513508319855
83,397,140,3,6,369.67930564656854,373.16907815262675,7.2257715836167336
84,393,143,7,10,321.21109711006284,323.29731771349907,7.244598817080259
85,396,140,4,9,388.06336177140474,391.5089511759579,7.291005484759808
86,396,142,4,8,356.04559081606567,360.0008230190724,7.157159243710339
87,398,138,2,2,384.10764103010297,388.03586224652827,6.879179406911135
88,388,148,12,15,316.6692116893828,319.3550064507872,6.796097980812192
89,393,143,7,9,343.6267026588321,346.8505366174504,6.409440624527633
90,394,142,6,7,401.96996392309666,406.2445831205696,6.2934041749686
91,400,137,0,2,364.4595332890749,368.4527451545,5.976365636102855
92,394,142,6,9,456.7735049650073,462.12319128215313,5.412988039664924
93,399,137,1,1,364.4215952679515,368.1446690466255,5.134979158639908
94,397,139,3,5,410.12496952340007,414.93688588403165,4.969899264164269
95,398,138,2,3,415.6091330498457,420.7366619184613,4.99714204762131
96,398,140,2,4,375.9478795938194,380.30190082266927,4.804722039029002
97,398,138,2,4,366.5243705622852,370.59144059568644,4.633248768746853
98,398,138,2,2,405.1930906288326,410.94408052042127,4.347075368277729
99,398,138,2,2,319.7017155159265,323.4111488359049,4.126625644043088
