position_in_training,reward,length,illegal_actions,non_pass_actions,total_action_loss,total_parameter_loss,total_rejection_loss
0,281,261,119,164,19.180111587047577,19.316186174750328,92.99746751785278
1,269,272,131,168,355.41430934518576,352.94762040674686,167.9176419377327
2,291,251,109,139,344.6638683900237,344.1729716286063,140.90870243310928
3,311,251,89,152,398.36779396981,392.25571439415216,136.4735505282879
4,308,240,92,133,396.1428891122341,376.4802081659436,129.81916823983192
5,339,220,61,107,335.29226802289486,315.205146163702,119.02482151985168
6,332,212,68,98,376.4997832477093,361.083886384964,111.55225878953934
7,324,217,76,105,402.3178258687258,392.080865457654,112.57429486513138
8,320,219,80,103,403.467590034008,391.6777003258467,113.05545002222061
9,340,204,60,86,350.0214875936508,329.33173307031393,103.175866574049
10,331,212,69,98,402.8791371136904,381.0456390604377,105.25842133164406
11,342,211,58,93,334.29133415967226,312.78714886307716,105.51040908694267
12,330,208,70,99,364.9381059408188,342.187831915915,102.9466343820095
13,336,213,64,92,421.76295748353004,397.57771929353476,103.55612561106682
14,330,212,70,85,402.4119844734669,378.48006734251976,101.64714714884758
15,363,182,37,60,378.2082195803523,357.00962924957275,85.50058111548424
16,357,188,43,73,369.43017114698887,347.9368878118694,85.19796267151833
17,368,183,32,64,392.6701948866248,372.2533727660775,80.31810161471367
18,337,199,63,75,376.0934959948063,355.1833076104522,85.04674211144447
19,360,179,40,60,313.20612198859453,293.6562998853624,72.96269285678864
20,351,192,49,75,380.83159041404724,358.8757825009525,77.11711975932121
21,366,174,34,48,392.86036971211433,372.3712010271847,66.22989961504936
22,372,175,28,47,374.442692682147,353.5948886536062,63.06143155694008
23,366,173,34,52,373.4998347982764,353.09738958254457,59.941001176834106
24,365,176,35,54,329.8313065171242,309.96536185219884,55.88135629892349
25,361,176,39,53,382.86779233813286,361.7136918567121,52.28970576822758
26,361,184,39,60,399.1338359192014,377.3105269372463,51.940813064575195
27,364,180,36,56,342.11035726219416,321.5616899691522,48.531293883919716
28,371,173,29,48,362.53717704862356,341.9109876565635,43.79104436933994
29,369,168,31,42,308.709157563746,289.12777599319816,40.82564562559128
30,379,161,21,34,325.84683414548635,306.92809779942036,37.53068108856678
31,380,160,20,28,288.1254273504019,269.4525871053338,35.28354108333588
32,372,175,28,46,389.492621563375,368.4234694465995,37.78288833796978
33,354,182,46,55,371.94946056604385,349.89893897622824,38.57517771422863
34,383,155,17,26,314.5577650219202,295.8129231967032,30.832083836197853
35,364,172,36,45,372.9107968881726,351.74198570102453,33.62946753203869
36,384,153,16,24,329.65840320289135,310.794679235667,29.116151347756386
37,373,163,27,33,287.20825611799955,268.4846472349018,29.85168818384409
38,382,157,18,32,301.6563066467643,283.14733415842056,27.563958302140236
39,377,160,23,33,314.1285554394126,295.291096072644,27.51881917566061
40,381,156,19,26,353.9995268955827,334.5708053074777,26.467095255851746
41,385,157,15,29,353.89115362614393,334.48110143095255,25.961690790951252
42,380,162,20,34,381.62312592566013,374.07348308712244,27.004066675901413
43,384,154,16,25,362.5119830816984,344.0597978718579,24.27541584521532
44,379,157,21,28,343.36681205779314,324.43303201533854,24.379277639091015
45,388,150,12,18,361.28392188996077,342.4699917174876,23.815669529139996
46,385,151,15,19,391.82737235724926,372.65016798488796,23.10424529016018
47,375,166,25,36,446.90191958099604,424.7096726167947,25.179223403334618
48,382,154,18,23,314.5507511422038,296.06166356243193,23.36985222250223
49,390,148,10,17,313.7612068504095,295.64867653883994,21.237048968672752
50,377,162,23,32,292.9720543548465,274.78837174735963,23.15878864377737
51,389,149,11,20,334.92752857506275,316.8096116296947,21.288653321564198
52,380,156,20,25,360.06234242767096,341.4415798280388,22.419076025485992
53,393,145,7,13,327.8504524603486,310.3241214118898,20.120518162846565
54,392,145,8,13,367.84621074795723,350.5928111933172,20.174434132874012
55,391,150,9,20,311.6556169092655,296.2488579507917,20.19511379301548
56,387,149,13,15,348.9140403047204,332.8513000383973,19.11267090588808
57,393,143,7,12,347.78247095644474,332.4379056021571,18.511647932231426
58,388,149,12,16,344.6203775703907,329.3235941082239,18.684613309800625
59,384,153,16,24,416.07251150906086,399.37571181356907,18.521273985505104
60,390,148,10,16,349.5186144411564,335.0047234352678,16.875711552798748
61,385,153,15,18,340.5092025138438,325.65579178370535,17.40270483121276
62,393,147,7,15,330.32187543809414,316.7442681379616,16.51483140140772
63,391,148,9,18,357.52099599316716,344.05543917045,15.923163551837206
64,391,146,9,15,354.3863499388099,340.342221185565,14.883687000721693
65,391,145,9,11,375.8570622727275,361.3654733709991,14.782356772571802
66,387,149,13,18,335.39335104450583,321.7646462060511,14.665406223386526
67,391,147,9,14,378.4693712592125,364.2553025595844,14.156052257865667
68,394,144,6,12,315.8839186504483,303.3994105476886,13.128578569740057
69,394,142,6,9,392.70184087380767,378.82847971841693,13.492293387651443
70,391,147,9,12,303.22980116680264,291.4919330459088,13.255950674414635
71,392,144,8,11,330.53676548600197,318.4190337508917,12.640030825510621
72,394,142,6,9,335.73668218404055,324.0592321269214,12.440935980528593
73,395,141,5,6,428.2991724088788,414.57915404625237,11.75007625296712
74,397,139,3,6,384.2550701573491,371.9745375011116,11.262910649180412
75,396,144,4,10,350.4326572455466,338.5217942073941,11.096479512751102
76,394,143,6,10,408.50903632864356,395.936489501968,10.841511510312557
77,391,145,9,10,337.8683384694159,326.75694030337036,11.009199663996696
78,394,142,6,13,346.08719351515174,335.6378203127533,10.634962055832148
79,393,144,7,11,373.4638499952853,362.5562108810991,10.390973575413227
80,396,140,4,6,397.9997810386121,386.5248569622636,9.438300214707851
81,392,145,8,12,373.35844773054123,362.39995315670967,9.501021295785904
